"(185, 158, 33, 32)"
"(85, 24, 126, 26)"
"(88, 105, 12, 134)"
"(147, 165, 119, 12)"
"(49, 63, 152, 66)"
"(84, 38, 87, 39)"
"(84, 53, 103, 98)"
"(59, 162, 57, 168)"
"(92, 57, 103, 25)"
"(99, 140, 127, 35)"
"(147, 44, 37, 43)"
"(73, 23, 7, 126)"
"(153, 53, 15, 127)"
"(135, 6, 123, 143)"
"(37, 89, 45, 178)"
"(111, 51, 135, 174)"
"(149, 81, 123, 82)"
"(105, 95, 90, 182)"
"(13, 166, 178, 36)"
"(54, 55, 123, 89)"
"(30, 166, 22, 183)"
"(157, 73, 133, 20)"
"(33, 23, 37, 83)"
"(124, 43, 156, 101)"
"(131, 80, 160, 115)"
"(32, 45, 36, 146)"
"(12, 98, 104, 86)"
"(27, 46, 43, 94)"
"(132, 94, 182, 57)"
"(76, 120, 28, 169)"
"(5, 60, 159, 10)"
"(43, 104, 107, 157)"
"(110, 18, 152, 73)"
"(91, 162, 102, 41)"
"(78, 109, 112, 61)"
"(167, 39, 145, 159)"
"(78, 70, 181, 73)"
"(109, 117, 33, 137)"
"(141, 39, 169, 11)"
"(16, 89, 47, 71)"
"(16, 133, 51, 2)"
"(168, 28, 5, 153)"
"(174, 121, 160, 6)"
"(76, 154, 76, 104)"
"(110, 30, 27, 77)"
"(169, 129, 152, 137)"
"(142, 119, 168, 51)"
"(29, 16, 2, 129)"
"(11, 11, 101, 126)"
"(2, 80, 163, 161)"
"(147, 167, 51, 40)"
"(139, 66, 146, 139)"
"(1, 184, 18, 69)"
"(34, 172, 29, 83)"
"(52, 77, 145, 113)"
"(55, 106, 148, 48)"
"(71, 130, 174, 4)"
"(55, 141, 141, 91)"
"(100, 182, 141, 46)"
"(46, 148, 25, 15)"
"(179, 112, 161, 129)"
"(48, 151, 45, 55)"
"(146, 175, 129, 42)"
"(115, 38, 2, 66)"
"(76, 125, 145, 153)"
"(51, 0, 35, 36)"
"(139, 167, 26, 10)"
"(151, 130, 40, 35)"
"(80, 138, 178, 75)"
"(113, 147, 37, 87)"
"(183, 181, 90, 12)"
"(104, 69, 157, 28)"
"(62, 173, 164, 26)"
"(34, 139, 95, 157)"
"(63, 11, 181, 18)"
"(163, 6, 111, 115)"
"(124, 135, 38, 153)"
"(152, 89, 45, 172)"
"(180, 178, 10, 26)"
"(65, 2, 131, 99)"
"(111, 80, 140, 119)"
"(27, 29, 108, 129)"
"(166, 117, 114, 140)"
"(119, 55, 126, 107)"
"(71, 67, 10, 57)"
"(139, 17, 105, 119)"
"(140, 131, 21, 83)"
"(175, 18, 19, 143)"
"(119, 58, 77, 125)"
"(114, 170, 35, 143)"
"(44, 141, 172, 4)"
"(10, 164, 13, 112)"
"(158, 144, 146, 15)"
"(65, 114, 66, 74)"
"(5, 139, 81, 95)"
"(124, 163, 53, 173)"
"(154, 118, 127, 162)"
"(167, 28, 45, 151)"
"(68, 24, 91, 33)"
"(14, 0, 164, 42)"
