"(1, 2, 7)"
"(13, 1, 8)"
"(12, 11, 9)"
"(5, 15, 0)"
"(15, 15, 7)"
"(15, 14, 8)"
"(3, 9, 1)"
"(5, 0, 9)"
"(10, 0, 10)"
"(4, 1, 15)"
"(12, 4, 1)"
"(1, 8, 7)"
"(14, 3, 1)"
"(0, 8, 0)"
"(10, 8, 12)"
"(3, 8, 15)"
"(12, 14, 12)"
"(11, 13, 0)"
"(0, 6, 14)"
"(8, 15, 1)"
"(6, 11, 12)"
"(14, 0, 1)"
"(3, 10, 11)"
"(8, 10, 13)"
"(0, 1, 15)"
"(2, 3, 1)"
"(14, 13, 10)"
"(10, 9, 6)"
"(12, 14, 13)"
"(11, 10, 4)"
"(8, 9, 6)"
"(4, 8, 4)"
"(13, 5, 1)"
"(15, 10, 8)"
"(11, 8, 4)"
"(14, 6, 15)"
"(1, 3, 11)"
"(0, 0, 7)"
"(9, 7, 8)"
"(15, 4, 9)"
"(12, 0, 9)"
"(0, 11, 8)"
"(13, 10, 10)"
"(2, 12, 3)"
"(8, 2, 15)"
"(8, 12, 12)"
"(11, 10, 14)"
"(12, 8, 4)"
"(11, 12, 9)"
"(5, 11, 11)"
"(3, 9, 7)"
"(2, 8, 6)"
"(12, 13, 6)"
"(11, 13, 2)"
"(13, 4, 15)"
"(0, 2, 1)"
"(8, 2, 13)"
"(5, 15, 11)"
"(6, 2, 13)"
"(10, 6, 6)"
"(5, 15, 2)"
"(1, 11, 11)"
"(2, 14, 0)"
"(4, 12, 7)"
"(14, 1, 4)"
"(15, 12, 8)"
"(15, 7, 9)"
"(4, 8, 1)"
"(9, 15, 2)"
"(7, 14, 7)"
"(4, 11, 5)"
"(1, 8, 13)"
"(13, 1, 15)"
"(2, 13, 4)"
"(8, 13, 15)"
"(7, 13, 0)"
"(7, 0, 14)"
"(3, 6, 11)"
"(12, 13, 15)"
"(11, 2, 0)"
"(13, 13, 11)"
"(2, 11, 9)"
"(3, 15, 10)"
"(10, 13, 1)"
"(7, 9, 5)"
"(6, 12, 9)"
"(15, 12, 10)"
"(9, 7, 1)"
"(15, 0, 11)"
"(12, 10, 2)"
"(8, 15, 1)"
"(10, 15, 9)"
"(15, 2, 13)"
"(8, 4, 14)"
"(9, 0, 7)"
"(6, 5, 1)"
"(0, 5, 4)"
"(2, 10, 15)"
"(10, 7, 4)"
"(11, 7, 7)"
