"(5, 10, 25, 5, 26)"
"(25, 15, 27, 39, 37)"
"(18, 38, 11, 6, 40)"
"(3, 41, 13, 0, 0)"
"(4, 41, 34, 24, 40)"
"(35, 17, 22, 18, 0)"
"(3, 2, 39, 2, 23)"
"(9, 43, 26, 2, 17)"
"(4, 32, 6, 14, 7)"
"(21, 27, 8, 25, 11)"
"(38, 27, 20, 31, 40)"
"(38, 17, 31, 15, 33)"
"(34, 38, 30, 31, 32)"
"(4, 23, 8, 41, 14)"
"(40, 14, 3, 20, 14)"
"(28, 27, 29, 31, 41)"
"(6, 8, 4, 29, 6)"
"(35, 3, 33, 43, 29)"
"(0, 0, 24, 38, 6)"
"(43, 41, 43, 21, 10)"
"(40, 32, 16, 6, 21)"
"(2, 6, 12, 43, 5)"
"(19, 21, 5, 4, 0)"
"(25, 16, 9, 43, 27)"
"(15, 29, 6, 9, 18)"
"(27, 20, 39, 34, 41)"
"(32, 31, 26, 28, 5)"
"(16, 10, 4, 21, 34)"
"(31, 36, 6, 8, 13)"
"(18, 31, 34, 25, 26)"
"(23, 11, 28, 6, 27)"
"(12, 28, 38, 23, 42)"
"(22, 23, 6, 32, 22)"
"(40, 37, 2, 10, 25)"
"(37, 26, 4, 18, 28)"
"(12, 15, 20, 4, 25)"
"(43, 39, 27, 31, 18)"
"(14, 17, 13, 16, 13)"
"(41, 8, 39, 35, 7)"
"(0, 22, 35, 25, 31)"
"(18, 7, 27, 4, 10)"
"(35, 36, 32, 1, 3)"
"(15, 24, 13, 22, 32)"
"(37, 21, 3, 25, 10)"
"(0, 38, 24, 27, 34)"
"(41, 11, 23, 21, 22)"
"(40, 40, 40, 15, 9)"
"(7, 32, 27, 24, 10)"
"(10, 30, 32, 27, 25)"
"(1, 11, 20, 25, 32)"
"(30, 31, 21, 18, 4)"
"(19, 26, 1, 32, 40)"
"(11, 21, 3, 8, 26)"
"(23, 15, 7, 24, 42)"
"(15, 34, 26, 10, 36)"
"(15, 17, 29, 32, 22)"
"(34, 29, 35, 1, 41)"
"(13, 10, 23, 12, 16)"
"(8, 31, 39, 5, 28)"
"(21, 31, 42, 21, 22)"
"(19, 41, 23, 31, 5)"
"(41, 4, 24, 35, 36)"
"(21, 26, 39, 33, 16)"
"(36, 17, 27, 14, 26)"
"(15, 4, 36, 31, 11)"
"(11, 40, 3, 28, 9)"
"(17, 22, 1, 21, 26)"
"(15, 14, 3, 27, 32)"
"(8, 40, 0, 16, 2)"
"(25, 30, 5, 29, 37)"
"(2, 12, 39, 24, 7)"
"(11, 19, 22, 38, 18)"
"(11, 26, 11, 33, 21)"
"(18, 13, 7, 27, 25)"
"(10, 16, 40, 11, 32)"
"(22, 21, 1, 25, 34)"
"(38, 18, 26, 37, 39)"
"(21, 6, 30, 18, 34)"
"(12, 18, 23, 39, 13)"
"(21, 17, 26, 9, 11)"
"(15, 5, 21, 2, 29)"
"(4, 34, 3, 15, 2)"
"(40, 27, 36, 15, 12)"
"(0, 9, 27, 36, 16)"
"(22, 24, 20, 13, 42)"
"(4, 22, 35, 11, 34)"
"(38, 9, 38, 24, 11)"
"(23, 20, 30, 32, 39)"
"(23, 0, 35, 12, 24)"
"(27, 16, 36, 28, 16)"
"(15, 35, 5, 41, 28)"
"(27, 35, 35, 2, 0)"
"(30, 17, 4, 43, 13)"
"(22, 23, 34, 23, 31)"
"(16, 40, 28, 7, 6)"
"(11, 32, 17, 10, 42)"
"(34, 14, 29, 39, 28)"
"(15, 0, 23, 24, 2)"
"(14, 16, 37, 35, 18)"
"(7, 10, 8, 9, 17)"
