"(31, 95)"
"(13, 98)"
"(5, 46)"
"(104, 48)"
"(88, 85)"
"(84, 90)"
"(40, 65)"
"(74, 65)"
"(21, 0)"
"(32, 12)"
"(98, 34)"
"(10, 41)"
"(73, 12)"
"(8, 71)"
"(50, 29)"
"(29, 91)"
"(15, 4)"
"(104, 25)"
"(7, 31)"
"(64, 94)"
"(98, 12)"
"(47, 92)"
"(62, 9)"
"(66, 8)"
"(74, 22)"
"(100, 15)"
"(64, 45)"
"(33, 71)"
"(91, 41)"
"(94, 54)"
"(94, 86)"
"(1, 69)"
"(96, 39)"
"(63, 82)"
"(40, 71)"
"(82, 65)"
"(51, 92)"
"(100, 105)"
"(62, 69)"
"(87, 92)"
"(73, 14)"
"(24, 29)"
"(16, 0)"
"(57, 15)"
"(55, 53)"
"(105, 15)"
"(71, 73)"
"(25, 17)"
"(0, 40)"
"(96, 76)"
"(34, 17)"
"(49, 20)"
"(43, 76)"
"(83, 90)"
"(63, 103)"
"(44, 25)"
"(59, 100)"
"(61, 0)"
"(98, 81)"
"(78, 22)"
"(32, 93)"
"(37, 36)"
"(4, 0)"
"(7, 76)"
"(33, 39)"
"(43, 5)"
"(60, 35)"
"(14, 12)"
"(58, 34)"
"(66, 101)"
"(95, 18)"
"(93, 18)"
"(94, 29)"
"(30, 35)"
"(19, 2)"
"(45, 82)"
"(3, 5)"
"(90, 76)"
"(101, 44)"
"(75, 0)"
"(33, 23)"
"(64, 56)"
"(78, 94)"
"(36, 25)"
"(88, 63)"
"(26, 95)"
"(90, 81)"
"(68, 86)"
"(97, 79)"
"(92, 15)"
"(46, 90)"
"(82, 75)"
"(80, 57)"
"(77, 34)"
"(6, 4)"
"(22, 37)"
"(49, 101)"
"(81, 83)"
"(44, 65)"
"(22, 45)"
