"(55, 17)"
"(85, 182)"
"(111, 59)"
"(94, 154)"
"(98, 197)"
"(105, 191)"
"(71, 116)"
"(164, 117)"
"(158, 115)"
"(42, 121)"
"(195, 206)"
"(2, 56)"
"(48, 64)"
"(51, 124)"
"(195, 162)"
"(122, 60)"
"(85, 142)"
"(201, 131)"
"(149, 51)"
"(2, 119)"
"(42, 110)"
"(202, 193)"
"(113, 146)"
"(70, 91)"
"(7, 74)"
"(80, 12)"
"(138, 174)"
"(150, 41)"
"(27, 187)"
"(180, 177)"
"(190, 90)"
"(144, 115)"
"(15, 120)"
"(188, 151)"
"(108, 193)"
"(199, 30)"
"(36, 47)"
"(107, 199)"
"(35, 23)"
"(166, 166)"
"(198, 4)"
"(81, 0)"
"(113, 77)"
"(193, 98)"
"(97, 58)"
"(53, 78)"
"(203, 18)"
"(205, 60)"
"(33, 97)"
"(133, 48)"
"(83, 29)"
"(112, 0)"
"(6, 135)"
"(192, 42)"
"(56, 195)"
"(54, 16)"
"(134, 56)"
"(125, 71)"
"(94, 107)"
"(88, 76)"
"(201, 162)"
"(86, 53)"
"(206, 51)"
"(38, 155)"
"(0, 153)"
"(99, 40)"
"(54, 24)"
"(190, 85)"
"(185, 89)"
"(139, 144)"
"(64, 174)"
"(177, 6)"
"(17, 187)"
"(18, 71)"
"(57, 62)"
"(98, 57)"
"(185, 119)"
"(100, 149)"
"(33, 27)"
"(53, 98)"
"(165, 105)"
"(126, 172)"
"(183, 136)"
"(142, 133)"
"(37, 26)"
"(163, 194)"
"(18, 61)"
"(178, 114)"
"(38, 49)"
"(4, 40)"
"(78, 151)"
"(17, 149)"
"(164, 25)"
"(139, 166)"
"(18, 100)"
"(48, 52)"
"(79, 142)"
"(115, 193)"
"(117, 17)"
"(184, 90)"
