"(26, 119)"
"(95, 91)"
"(24, 49)"
"(14, 78)"
"(75, 99)"
"(121, 92)"
"(91, 122)"
"(78, 105)"
"(129, 114)"
"(9, 6)"
"(4, 48)"
"(68, 49)"
"(94, 71)"
"(85, 35)"
"(2, 125)"
"(36, 28)"
"(65, 90)"
"(118, 97)"
"(104, 4)"
"(7, 116)"
"(54, 126)"
"(53, 60)"
"(112, 91)"
"(109, 1)"
"(64, 113)"
"(59, 28)"
"(13, 0)"
"(19, 65)"
"(29, 49)"
"(96, 128)"
"(103, 58)"
"(5, 115)"
"(115, 54)"
"(65, 1)"
"(14, 20)"
"(48, 60)"
"(112, 50)"
"(108, 17)"
"(27, 72)"
"(57, 53)"
"(18, 26)"
"(36, 110)"
"(32, 122)"
"(62, 118)"
"(116, 55)"
"(9, 46)"
"(56, 42)"
"(71, 16)"
"(98, 108)"
"(121, 10)"
"(125, 26)"
"(94, 16)"
"(29, 100)"
"(79, 17)"
"(72, 79)"
"(7, 111)"
"(68, 127)"
"(84, 117)"
"(16, 115)"
"(81, 64)"
"(23, 8)"
"(7, 83)"
"(106, 122)"
"(66, 15)"
"(96, 46)"
"(123, 125)"
"(43, 119)"
"(28, 42)"
"(115, 2)"
"(119, 2)"
"(106, 52)"
"(47, 81)"
"(91, 114)"
"(125, 113)"
"(68, 23)"
"(98, 47)"
"(76, 62)"
"(122, 65)"
"(120, 22)"
"(90, 30)"
"(94, 16)"
"(114, 30)"
"(7, 58)"
"(51, 84)"
"(83, 30)"
"(61, 2)"
"(7, 58)"
"(67, 94)"
"(117, 113)"
"(125, 80)"
"(48, 118)"
"(77, 38)"
"(114, 91)"
"(23, 50)"
"(110, 21)"
"(114, 96)"
"(10, 75)"
"(38, 83)"
"(88, 101)"
"(91, 31)"
