"(46, 39)"
"(5, 8)"
"(9, 11)"
"(16, 20)"
"(1, 22)"
"(11, 54)"
"(36, 55)"
"(55, 38)"
"(24, 25)"
"(41, 39)"
"(30, 14)"
"(13, 37)"
"(12, 37)"
"(54, 38)"
"(39, 6)"
"(12, 10)"
"(50, 13)"
"(55, 41)"
"(57, 15)"
"(10, 33)"
"(36, 21)"
"(3, 55)"
"(9, 48)"
"(7, 54)"
"(45, 40)"
"(11, 47)"
"(16, 18)"
"(11, 26)"
"(25, 31)"
"(11, 28)"
"(54, 45)"
"(55, 40)"
"(55, 26)"
"(43, 29)"
"(31, 42)"
"(39, 1)"
"(40, 18)"
"(50, 0)"
"(48, 9)"
"(13, 55)"
"(17, 54)"
"(17, 54)"
"(8, 7)"
"(44, 45)"
"(16, 4)"
"(0, 39)"
"(10, 38)"
"(24, 58)"
"(8, 22)"
"(34, 49)"
"(51, 30)"
"(54, 21)"
"(53, 12)"
"(19, 37)"
"(33, 29)"
"(18, 21)"
"(24, 47)"
"(18, 4)"
"(40, 57)"
"(5, 25)"
"(25, 21)"
"(31, 50)"
"(43, 33)"
"(25, 25)"
"(41, 37)"
"(0, 57)"
"(36, 44)"
"(51, 28)"
"(19, 13)"
"(51, 24)"
"(39, 26)"
"(16, 32)"
"(35, 39)"
"(2, 53)"
"(0, 7)"
"(12, 30)"
"(1, 11)"
"(47, 40)"
"(1, 52)"
"(3, 53)"
"(44, 7)"
"(35, 58)"
"(2, 24)"
"(32, 30)"
"(24, 3)"
"(38, 2)"
"(32, 42)"
"(20, 5)"
"(38, 28)"
"(17, 57)"
"(36, 21)"
"(6, 43)"
"(3, 12)"
"(57, 19)"
"(36, 4)"
"(31, 14)"
"(41, 12)"
"(49, 42)"
"(50, 1)"
"(51, 45)"
