"(15, 3, 25, 3, 29)"
"(5, 21, 27, 20, 27)"
"(12, 6, 2, 2, 31)"
"(18, 8, 31, 9, 29)"
"(21, 13, 28, 5, 31)"
"(14, 25, 4, 18, 19)"
"(18, 22, 19, 6, 28)"
"(20, 24, 32, 32, 34)"
"(18, 27, 7, 28, 6)"
"(9, 35, 19, 2, 17)"
"(22, 22, 30, 34, 8)"
"(21, 31, 13, 14, 7)"
"(1, 2, 1, 35, 15)"
"(0, 25, 3, 9, 13)"
"(4, 3, 31, 6, 10)"
"(12, 11, 23, 4, 3)"
"(1, 5, 22, 29, 3)"
"(34, 0, 26, 3, 0)"
"(30, 10, 31, 29, 27)"
"(13, 0, 24, 25, 0)"
"(34, 12, 9, 17, 1)"
"(11, 27, 6, 27, 15)"
"(33, 35, 2, 19, 29)"
"(6, 6, 23, 28, 35)"
"(22, 3, 23, 17, 20)"
"(24, 6, 28, 1, 25)"
"(7, 15, 34, 0, 17)"
"(30, 7, 24, 14, 5)"
"(9, 23, 13, 7, 8)"
"(33, 30, 28, 4, 0)"
"(18, 1, 23, 21, 21)"
"(14, 11, 18, 1, 30)"
"(26, 32, 7, 25, 17)"
"(8, 23, 24, 22, 12)"
"(1, 8, 5, 7, 26)"
"(7, 15, 17, 21, 30)"
"(30, 5, 1, 16, 30)"
"(19, 24, 8, 25, 5)"
"(16, 28, 28, 2, 23)"
"(9, 9, 11, 20, 30)"
"(16, 14, 33, 29, 26)"
"(28, 27, 31, 20, 29)"
"(32, 32, 5, 33, 12)"
"(27, 3, 14, 6, 1)"
"(28, 3, 17, 12, 34)"
"(27, 28, 22, 8, 23)"
"(5, 19, 27, 23, 17)"
"(30, 21, 6, 8, 0)"
"(27, 32, 14, 23, 31)"
"(4, 8, 6, 11, 16)"
"(22, 20, 25, 26, 4)"
"(9, 7, 26, 33, 6)"
"(34, 2, 23, 8, 13)"
"(34, 17, 0, 13, 24)"
"(34, 14, 21, 27, 20)"
"(16, 22, 18, 11, 9)"
"(16, 26, 21, 23, 0)"
"(31, 32, 8, 2, 29)"
"(9, 30, 5, 14, 15)"
"(10, 6, 17, 33, 0)"
"(10, 3, 3, 2, 12)"
"(14, 1, 33, 9, 15)"
"(34, 2, 34, 21, 28)"
"(13, 29, 12, 11, 5)"
"(6, 23, 35, 30, 16)"
"(32, 25, 32, 15, 7)"
"(19, 4, 6, 34, 30)"
"(7, 12, 15, 7, 32)"
"(26, 0, 6, 13, 26)"
"(31, 28, 3, 1, 10)"
"(13, 0, 4, 16, 34)"
"(32, 24, 12, 3, 19)"
"(12, 28, 3, 21, 26)"
"(7, 30, 6, 21, 27)"
"(35, 2, 1, 3, 1)"
"(24, 3, 26, 14, 31)"
"(31, 29, 27, 19, 33)"
"(31, 33, 1, 0, 8)"
"(6, 7, 7, 32, 7)"
"(23, 25, 24, 18, 34)"
"(5, 14, 10, 22, 24)"
"(14, 28, 2, 33, 32)"
"(20, 21, 31, 26, 3)"
"(1, 1, 29, 5, 5)"
"(29, 1, 22, 27, 19)"
"(19, 16, 3, 7, 33)"
"(35, 32, 16, 13, 18)"
"(33, 4, 22, 2, 16)"
"(33, 31, 20, 22, 24)"
"(3, 24, 7, 22, 4)"
"(2, 19, 14, 26, 26)"
"(35, 34, 24, 19, 23)"
"(31, 2, 26, 33, 27)"
"(19, 27, 0, 29, 3)"
"(28, 20, 21, 34, 13)"
"(10, 8, 24, 35, 22)"
"(22, 31, 19, 22, 35)"
"(19, 24, 14, 35, 24)"
"(6, 25, 30, 9, 30)"
"(1, 26, 0, 18, 18)"
