"(33, 35, 36, 42, 19)"
"(5, 4, 13, 24, 13)"
"(22, 19, 40, 5, 21)"
"(50, 25, 51, 55, 42)"
"(13, 38, 32, 14, 11)"
"(46, 39, 51, 48, 33)"
"(1, 12, 62, 34, 6)"
"(15, 25, 34, 17, 19)"
"(10, 23, 38, 17, 53)"
"(38, 39, 36, 2, 53)"
"(47, 39, 31, 15, 29)"
"(46, 13, 5, 56, 61)"
"(10, 1, 0, 39, 43)"
"(55, 62, 17, 14, 18)"
"(22, 30, 10, 21, 27)"
"(24, 1, 54, 12, 34)"
"(15, 44, 52, 10, 3)"
"(15, 59, 20, 26, 46)"
"(62, 42, 5, 61, 16)"
"(40, 31, 47, 50, 6)"
"(57, 22, 55, 28, 62)"
"(57, 34, 21, 8, 54)"
"(22, 0, 25, 29, 3)"
"(21, 11, 37, 34, 18)"
"(27, 55, 10, 49, 60)"
"(31, 20, 60, 61, 12)"
"(32, 45, 48, 56, 61)"
"(18, 9, 50, 11, 20)"
"(15, 34, 41, 16, 62)"
"(29, 22, 34, 54, 40)"
"(31, 4, 32, 2, 10)"
"(50, 27, 6, 57, 25)"
"(20, 30, 40, 23, 12)"
"(39, 16, 32, 41, 18)"
"(47, 18, 7, 58, 14)"
"(17, 39, 39, 53, 11)"
"(31, 25, 27, 45, 42)"
"(28, 44, 46, 52, 58)"
"(31, 35, 4, 9, 8)"
"(1, 28, 16, 7, 7)"
"(55, 31, 15, 48, 17)"
"(56, 30, 59, 0, 34)"
"(42, 20, 35, 1, 58)"
"(50, 5, 13, 29, 23)"
"(7, 56, 39, 26, 49)"
"(38, 49, 15, 26, 15)"
"(23, 46, 43, 46, 41)"
"(47, 36, 52, 37, 34)"
"(11, 32, 56, 16, 5)"
"(55, 23, 30, 21, 31)"
"(24, 28, 3, 11, 57)"
"(58, 23, 38, 47, 27)"
"(62, 29, 57, 28, 4)"
"(24, 2, 48, 53, 30)"
"(25, 50, 39, 56, 13)"
"(16, 10, 48, 53, 55)"
"(7, 23, 13, 35, 36)"
"(1, 37, 27, 44, 17)"
"(38, 20, 40, 60, 2)"
"(20, 36, 11, 50, 34)"
"(20, 43, 0, 59, 50)"
"(56, 61, 13, 8, 51)"
"(20, 20, 10, 51, 43)"
"(26, 34, 39, 27, 26)"
"(10, 28, 40, 48, 17)"
"(53, 17, 0, 2, 25)"
"(31, 43, 30, 59, 5)"
"(15, 32, 41, 41, 55)"
"(24, 24, 54, 31, 30)"
"(38, 43, 26, 28, 22)"
"(8, 22, 49, 25, 46)"
"(56, 50, 8, 45, 10)"
"(48, 18, 61, 17, 60)"
"(42, 60, 53, 37, 19)"
"(6, 2, 6, 8, 15)"
"(46, 29, 41, 9, 40)"
"(1, 15, 19, 26, 4)"
"(48, 26, 38, 37, 62)"
"(57, 41, 2, 49, 45)"
"(35, 26, 5, 39, 6)"
"(3, 2, 3, 52, 21)"
"(38, 39, 59, 45, 23)"
"(22, 8, 46, 40, 30)"
"(3, 28, 46, 54, 33)"
"(1, 34, 3, 23, 41)"
"(11, 13, 52, 42, 10)"
"(26, 58, 38, 6, 19)"
"(12, 1, 22, 36, 7)"
"(11, 42, 12, 10, 10)"
"(24, 21, 55, 23, 2)"
"(6, 27, 3, 50, 62)"
"(31, 13, 49, 30, 17)"
"(49, 28, 7, 49, 50)"
"(38, 42, 1, 39, 21)"
"(0, 5, 60, 41, 21)"
"(58, 15, 62, 43, 15)"
"(52, 23, 49, 7, 47)"
"(21, 47, 7, 43, 31)"
"(6, 44, 53, 25, 1)"
"(34, 7, 41, 58, 5)"
