"(8, 13, 1)"
"(3, 14, 1)"
"(11, 1, 14)"
"(3, 5, 9)"
"(11, 5, 15)"
"(12, 11, 15)"
"(9, 1, 12)"
"(13, 1, 5)"
"(11, 13, 13)"
"(9, 5, 6)"
"(16, 7, 3)"
"(15, 3, 12)"
"(8, 2, 6)"
"(14, 0, 15)"
"(2, 9, 2)"
"(12, 1, 9)"
"(12, 0, 9)"
"(3, 13, 7)"
"(15, 12, 13)"
"(11, 3, 11)"
"(11, 11, 0)"
"(13, 2, 9)"
"(10, 6, 0)"
"(0, 11, 16)"
"(10, 6, 2)"
"(8, 0, 15)"
"(10, 9, 3)"
"(5, 13, 6)"
"(12, 16, 12)"
"(11, 4, 16)"
"(12, 15, 10)"
"(12, 15, 7)"
"(3, 14, 12)"
"(2, 15, 1)"
"(7, 9, 9)"
"(15, 9, 7)"
"(16, 9, 3)"
"(8, 13, 10)"
"(14, 1, 13)"
"(3, 12, 11)"
"(12, 6, 1)"
"(10, 12, 12)"
"(2, 12, 9)"
"(9, 2, 11)"
"(5, 13, 8)"
"(12, 16, 2)"
"(16, 12, 2)"
"(7, 8, 10)"
"(1, 4, 14)"
"(4, 7, 9)"
"(14, 15, 2)"
"(10, 15, 10)"
"(3, 0, 11)"
"(4, 3, 2)"
"(12, 13, 14)"
"(9, 10, 16)"
"(10, 9, 9)"
"(2, 2, 0)"
"(14, 16, 13)"
"(8, 5, 7)"
"(2, 14, 0)"
"(2, 10, 11)"
"(2, 0, 13)"
"(11, 12, 2)"
"(1, 13, 12)"
"(1, 7, 6)"
"(12, 8, 1)"
"(8, 8, 1)"
"(4, 9, 10)"
"(14, 13, 9)"
"(16, 14, 3)"
"(6, 4, 9)"
"(0, 1, 10)"
"(16, 16, 6)"
"(12, 7, 9)"
"(3, 10, 5)"
"(15, 2, 7)"
"(0, 14, 8)"
"(16, 14, 16)"
"(2, 12, 15)"
"(10, 4, 1)"
"(2, 5, 9)"
"(13, 9, 10)"
"(5, 5, 6)"
"(10, 15, 1)"
"(16, 4, 2)"
"(10, 5, 11)"
"(9, 7, 2)"
"(15, 5, 4)"
"(11, 2, 2)"
"(14, 5, 0)"
"(16, 5, 8)"
"(0, 15, 7)"
"(5, 5, 1)"
"(14, 7, 4)"
"(16, 15, 14)"
"(16, 6, 13)"
"(7, 1, 16)"
"(14, 0, 14)"
"(15, 3, 11)"
