"(32, 6, 16)"
"(26, 26, 5)"
"(35, 16, 10)"
"(29, 25, 28)"
"(31, 4, 8)"
"(9, 1, 3)"
"(24, 20, 23)"
"(28, 20, 29)"
"(34, 11, 34)"
"(16, 24, 7)"
"(34, 21, 20)"
"(33, 5, 25)"
"(15, 34, 25)"
"(16, 21, 27)"
"(1, 9, 24)"
"(20, 19, 33)"
"(36, 7, 27)"
"(25, 28, 22)"
"(18, 27, 18)"
"(22, 32, 26)"
"(22, 19, 9)"
"(19, 3, 6)"
"(8, 8, 25)"
"(13, 35, 4)"
"(16, 28, 11)"
"(5, 4, 11)"
"(18, 1, 5)"
"(21, 6, 33)"
"(3, 17, 23)"
"(36, 15, 24)"
"(24, 27, 34)"
"(10, 17, 12)"
"(10, 3, 10)"
"(21, 2, 25)"
"(1, 17, 8)"
"(4, 21, 27)"
"(4, 18, 27)"
"(26, 20, 14)"
"(19, 9, 5)"
"(3, 25, 36)"
"(20, 21, 15)"
"(19, 26, 4)"
"(10, 12, 20)"
"(30, 25, 14)"
"(19, 14, 9)"
"(6, 5, 15)"
"(3, 16, 22)"
"(18, 23, 35)"
"(4, 29, 5)"
"(25, 34, 6)"
"(31, 27, 7)"
"(5, 1, 27)"
"(5, 1, 22)"
"(29, 26, 6)"
"(6, 11, 3)"
"(6, 16, 19)"
"(7, 5, 0)"
"(32, 1, 21)"
"(22, 33, 32)"
"(25, 6, 1)"
"(20, 3, 9)"
"(25, 9, 28)"
"(20, 15, 11)"
"(18, 1, 2)"
"(0, 24, 25)"
"(14, 3, 30)"
"(25, 35, 36)"
"(29, 32, 0)"
"(36, 6, 8)"
"(0, 34, 23)"
"(10, 32, 34)"
"(18, 31, 19)"
"(30, 26, 22)"
"(33, 16, 30)"
"(3, 7, 13)"
"(16, 28, 22)"
"(18, 15, 31)"
"(27, 26, 22)"
"(27, 26, 31)"
"(5, 29, 22)"
"(28, 4, 31)"
"(32, 12, 34)"
"(36, 20, 6)"
"(12, 1, 16)"
"(36, 8, 33)"
"(29, 19, 2)"
"(31, 2, 13)"
"(19, 25, 5)"
"(0, 26, 6)"
"(1, 7, 20)"
"(16, 21, 27)"
"(7, 36, 2)"
"(24, 10, 3)"
"(14, 14, 19)"
"(21, 33, 8)"
"(4, 3, 34)"
"(16, 24, 12)"
"(6, 36, 15)"
"(26, 36, 16)"
"(9, 32, 4)"
