"(14, 4, 16, 28)"
"(28, 5, 26, 4)"
"(8, 26, 15, 8)"
"(35, 1, 17, 33)"
"(38, 41, 25, 19)"
"(34, 27, 40, 20)"
"(11, 6, 24, 34)"
"(6, 23, 7, 13)"
"(33, 21, 20, 17)"
"(30, 22, 40, 34)"
"(39, 9, 25, 24)"
"(25, 26, 35, 10)"
"(39, 36, 32, 31)"
"(14, 1, 2, 40)"
"(1, 34, 36, 11)"
"(41, 21, 35, 9)"
"(37, 3, 39, 21)"
"(25, 2, 10, 29)"
"(34, 8, 12, 11)"
"(1, 30, 33, 0)"
"(9, 35, 19, 30)"
"(31, 7, 34, 11)"
"(35, 31, 36, 36)"
"(10, 34, 6, 34)"
"(30, 37, 1, 17)"
"(11, 37, 18, 17)"
"(22, 41, 10, 30)"
"(9, 14, 3, 3)"
"(2, 25, 9, 33)"
"(7, 16, 9, 17)"
"(17, 20, 32, 27)"
"(17, 22, 2, 5)"
"(24, 30, 28, 7)"
"(35, 26, 14, 34)"
"(20, 14, 16, 21)"
"(28, 23, 8, 21)"
"(38, 40, 40, 25)"
"(19, 6, 31, 4)"
"(17, 24, 15, 8)"
"(39, 14, 30, 21)"
"(21, 24, 34, 37)"
"(38, 7, 37, 37)"
"(36, 2, 24, 28)"
"(8, 16, 16, 25)"
"(12, 41, 17, 17)"
"(8, 40, 17, 9)"
"(29, 5, 17, 17)"
"(0, 38, 34, 26)"
"(3, 13, 14, 37)"
"(17, 18, 26, 5)"
"(27, 17, 13, 4)"
"(2, 0, 24, 20)"
"(13, 12, 28, 33)"
"(20, 32, 8, 22)"
"(21, 8, 40, 33)"
"(26, 32, 33, 27)"
"(41, 18, 25, 8)"
"(25, 1, 40, 28)"
"(32, 4, 10, 7)"
"(10, 36, 3, 20)"
"(36, 32, 2, 31)"
"(11, 18, 6, 27)"
"(41, 10, 3, 31)"
"(17, 39, 6, 32)"
"(31, 18, 3, 29)"
"(25, 34, 2, 8)"
"(15, 41, 7, 19)"
"(10, 22, 6, 4)"
"(37, 28, 7, 28)"
"(40, 30, 35, 19)"
"(13, 26, 33, 17)"
"(6, 24, 18, 3)"
"(41, 8, 28, 21)"
"(40, 8, 38, 26)"
"(19, 18, 20, 39)"
"(11, 28, 25, 8)"
"(1, 17, 37, 40)"
"(19, 33, 0, 14)"
"(18, 39, 3, 25)"
"(23, 34, 32, 19)"
"(4, 14, 37, 20)"
"(7, 8, 2, 4)"
"(10, 4, 35, 26)"
"(24, 30, 23, 29)"
"(33, 11, 9, 2)"
"(6, 24, 35, 0)"
"(11, 14, 20, 40)"
"(6, 19, 9, 37)"
"(17, 12, 10, 37)"
"(41, 4, 19, 40)"
"(11, 10, 39, 28)"
"(36, 38, 15, 21)"
"(14, 36, 5, 8)"
"(22, 36, 26, 7)"
"(4, 19, 31, 28)"
"(39, 37, 35, 27)"
"(15, 1, 33, 3)"
"(24, 20, 20, 12)"
"(28, 0, 30, 38)"
"(37, 38, 37, 34)"
