"(39, 125, 79)"
"(124, 85, 113)"
"(15, 80, 92)"
"(95, 101, 15)"
"(94, 93, 86)"
"(16, 41, 49)"
"(110, 23, 90)"
"(105, 28, 120)"
"(77, 17, 99)"
"(18, 19, 34)"
"(123, 35, 121)"
"(35, 107, 70)"
"(95, 50, 89)"
"(4, 81, 22)"
"(39, 52, 92)"
"(68, 119, 105)"
"(50, 60, 30)"
"(116, 75, 101)"
"(77, 2, 31)"
"(96, 66, 27)"
"(86, 61, 62)"
"(99, 126, 43)"
"(88, 37, 17)"
"(119, 104, 2)"
"(104, 4, 81)"
"(107, 90, 34)"
"(122, 34, 26)"
"(22, 28, 5)"
"(7, 53, 77)"
"(117, 63, 66)"
"(68, 5, 119)"
"(24, 104, 88)"
"(45, 5, 16)"
"(68, 79, 73)"
"(39, 67, 54)"
"(59, 56, 57)"
"(70, 85, 84)"
"(25, 9, 115)"
"(85, 51, 99)"
"(70, 104, 33)"
"(94, 92, 114)"
"(86, 112, 57)"
"(4, 4, 103)"
"(108, 57, 87)"
"(11, 55, 33)"
"(125, 56, 78)"
"(68, 107, 8)"
"(92, 70, 53)"
"(60, 65, 3)"
"(25, 61, 29)"
"(59, 54, 41)"
"(27, 51, 65)"
"(65, 97, 120)"
"(75, 72, 5)"
"(52, 13, 110)"
"(40, 47, 1)"
"(17, 53, 14)"
"(27, 88, 28)"
"(55, 60, 101)"
"(93, 24, 115)"
"(23, 97, 9)"
"(115, 101, 91)"
"(0, 91, 40)"
"(61, 2, 18)"
"(0, 70, 48)"
"(18, 1, 120)"
"(36, 117, 28)"
"(91, 5, 17)"
"(47, 69, 68)"
"(107, 32, 115)"
"(59, 90, 45)"
"(119, 54, 87)"
"(94, 10, 57)"
"(60, 93, 96)"
"(26, 111, 107)"
"(54, 21, 9)"
"(98, 48, 43)"
"(33, 90, 81)"
"(114, 103, 54)"
"(121, 121, 65)"
"(44, 49, 93)"
"(90, 59, 66)"
"(21, 41, 83)"
"(73, 19, 12)"
"(44, 85, 92)"
"(109, 94, 11)"
"(57, 126, 13)"
"(121, 102, 8)"
"(34, 17, 122)"
"(7, 9, 32)"
"(64, 21, 22)"
"(114, 6, 62)"
"(112, 44, 23)"
"(106, 42, 124)"
"(16, 70, 43)"
"(85, 5, 31)"
"(0, 36, 89)"
"(4, 90, 50)"
"(85, 76, 119)"
"(50, 97, 78)"
