"(56, 41, 66)"
"(21, 6, 28)"
"(116, 23, 13)"
"(74, 62, 71)"
"(106, 99, 12)"
"(135, 87, 39)"
"(149, 59, 19)"
"(40, 112, 58)"
"(16, 28, 61)"
"(141, 100, 22)"
"(9, 142, 105)"
"(65, 15, 8)"
"(141, 96, 12)"
"(93, 31, 36)"
"(78, 98, 92)"
"(31, 9, 126)"
"(110, 120, 25)"
"(81, 26, 82)"
"(134, 119, 143)"
"(131, 43, 73)"
"(57, 70, 101)"
"(90, 18, 118)"
"(8, 85, 139)"
"(64, 83, 81)"
"(102, 109, 20)"
"(133, 73, 103)"
"(85, 138, 141)"
"(70, 58, 39)"
"(36, 42, 60)"
"(112, 8, 19)"
"(0, 116, 14)"
"(99, 75, 87)"
"(58, 56, 87)"
"(65, 35, 90)"
"(146, 25, 31)"
"(114, 3, 112)"
"(133, 10, 15)"
"(4, 104, 61)"
"(41, 119, 5)"
"(66, 97, 66)"
"(138, 75, 127)"
"(120, 53, 27)"
"(31, 129, 53)"
"(37, 68, 51)"
"(142, 42, 144)"
"(114, 59, 98)"
"(13, 112, 58)"
"(132, 99, 105)"
"(88, 111, 124)"
"(112, 9, 34)"
"(109, 23, 78)"
"(123, 149, 138)"
"(129, 104, 108)"
"(43, 135, 92)"
"(6, 113, 55)"
"(92, 21, 34)"
"(140, 56, 92)"
"(77, 103, 126)"
"(115, 58, 11)"
"(17, 106, 40)"
"(35, 90, 75)"
"(136, 20, 44)"
"(95, 20, 105)"
"(12, 134, 9)"
"(102, 108, 41)"
"(128, 39, 84)"
"(100, 39, 124)"
"(119, 25, 30)"
"(80, 78, 24)"
"(35, 87, 9)"
"(17, 40, 17)"
"(58, 22, 87)"
"(129, 62, 118)"
"(70, 79, 64)"
"(149, 54, 92)"
"(7, 120, 118)"
"(74, 140, 17)"
"(75, 20, 82)"
"(122, 115, 114)"
"(128, 78, 147)"
"(15, 128, 84)"
"(56, 14, 133)"
"(83, 82, 78)"
"(14, 84, 96)"
"(64, 19, 141)"
"(103, 138, 75)"
"(93, 5, 20)"
"(101, 68, 32)"
"(43, 89, 103)"
"(120, 73, 113)"
"(4, 22, 66)"
"(58, 15, 94)"
"(46, 88, 133)"
"(8, 141, 74)"
"(133, 144, 33)"
"(62, 103, 33)"
"(0, 119, 146)"
"(78, 51, 53)"
"(13, 144, 116)"
"(139, 115, 72)"
