"(66, 62, 42)"
"(19, 54, 28)"
"(16, 42, 11)"
"(5, 1, 60)"
"(68, 59, 19)"
"(52, 5, 47)"
"(43, 21, 54)"
"(35, 60, 14)"
"(61, 12, 34)"
"(4, 60, 38)"
"(44, 16, 53)"
"(53, 5, 64)"
"(3, 55, 25)"
"(24, 13, 57)"
"(24, 39, 40)"
"(13, 67, 61)"
"(27, 1, 58)"
"(0, 24, 61)"
"(23, 46, 12)"
"(36, 1, 40)"
"(42, 31, 41)"
"(40, 32, 49)"
"(22, 40, 55)"
"(47, 55, 11)"
"(38, 49, 62)"
"(41, 20, 49)"
"(15, 56, 1)"
"(52, 1, 1)"
"(64, 52, 34)"
"(26, 18, 53)"
"(62, 16, 47)"
"(61, 0, 35)"
"(33, 9, 20)"
"(11, 65, 60)"
"(51, 13, 30)"
"(53, 57, 58)"
"(22, 50, 5)"
"(54, 41, 41)"
"(56, 47, 27)"
"(44, 66, 53)"
"(51, 40, 61)"
"(21, 11, 29)"
"(32, 48, 44)"
"(40, 67, 38)"
"(30, 23, 26)"
"(40, 3, 20)"
"(13, 46, 32)"
"(54, 8, 27)"
"(7, 48, 2)"
"(26, 16, 64)"
"(40, 31, 13)"
"(14, 68, 47)"
"(18, 43, 59)"
"(14, 1, 35)"
"(67, 50, 37)"
"(5, 44, 47)"
"(49, 6, 55)"
"(36, 9, 53)"
"(3, 57, 14)"
"(29, 3, 10)"
"(63, 5, 6)"
"(14, 19, 15)"
"(41, 4, 20)"
"(25, 53, 53)"
"(39, 48, 48)"
"(38, 1, 54)"
"(41, 39, 65)"
"(16, 35, 48)"
"(22, 16, 16)"
"(48, 67, 30)"
"(39, 17, 64)"
"(38, 1, 27)"
"(19, 60, 58)"
"(44, 14, 26)"
"(38, 1, 39)"
"(12, 7, 66)"
"(7, 2, 63)"
"(4, 22, 65)"
"(65, 53, 66)"
"(14, 43, 28)"
"(6, 62, 40)"
"(40, 10, 22)"
"(42, 29, 19)"
"(25, 28, 66)"
"(68, 16, 17)"
"(26, 53, 43)"
"(22, 6, 1)"
"(19, 57, 40)"
"(35, 45, 45)"
"(9, 10, 23)"
"(30, 48, 24)"
"(64, 31, 25)"
"(40, 53, 32)"
"(17, 56, 64)"
"(68, 38, 62)"
"(22, 50, 37)"
"(60, 51, 40)"
"(23, 48, 10)"
"(39, 65, 26)"
"(29, 10, 19)"
