"(10, 20, 24)"
"(4, 8, 0)"
"(0, 4, 13)"
"(12, 17, 20)"
"(18, 4, 18)"
"(15, 13, 27)"
"(0, 22, 15)"
"(6, 6, 6)"
"(29, 4, 27)"
"(3, 27, 26)"
"(6, 11, 15)"
"(1, 24, 8)"
"(24, 16, 17)"
"(12, 7, 27)"
"(12, 18, 10)"
"(0, 15, 11)"
"(10, 12, 27)"
"(2, 27, 21)"
"(1, 22, 7)"
"(8, 20, 3)"
"(8, 14, 4)"
"(6, 0, 2)"
"(2, 9, 9)"
"(6, 23, 10)"
"(9, 26, 26)"
"(3, 16, 25)"
"(24, 5, 5)"
"(8, 24, 0)"
"(24, 14, 25)"
"(25, 16, 6)"
"(17, 15, 29)"
"(21, 27, 21)"
"(19, 20, 18)"
"(25, 9, 25)"
"(17, 7, 8)"
"(12, 6, 19)"
"(8, 9, 10)"
"(7, 22, 17)"
"(25, 20, 24)"
"(22, 5, 5)"
"(6, 23, 12)"
"(3, 25, 16)"
"(4, 9, 22)"
"(11, 20, 12)"
"(6, 5, 9)"
"(9, 2, 8)"
"(26, 28, 5)"
"(24, 28, 15)"
"(8, 13, 25)"
"(23, 3, 18)"
"(3, 9, 10)"
"(23, 6, 18)"
"(3, 24, 23)"
"(11, 5, 18)"
"(3, 16, 27)"
"(16, 18, 23)"
"(14, 9, 6)"
"(27, 16, 2)"
"(11, 3, 17)"
"(0, 2, 18)"
"(21, 15, 12)"
"(4, 13, 0)"
"(18, 1, 5)"
"(8, 19, 3)"
"(23, 1, 21)"
"(8, 21, 19)"
"(14, 13, 6)"
"(1, 10, 5)"
"(22, 2, 27)"
"(0, 13, 3)"
"(5, 15, 9)"
"(8, 13, 8)"
"(12, 24, 18)"
"(13, 23, 4)"
"(22, 2, 12)"
"(21, 19, 10)"
"(10, 26, 27)"
"(14, 22, 19)"
"(15, 21, 8)"
"(17, 2, 25)"
"(29, 16, 0)"
"(9, 20, 20)"
"(4, 5, 24)"
"(7, 2, 22)"
"(11, 15, 24)"
"(3, 1, 22)"
"(5, 5, 17)"
"(26, 24, 2)"
"(16, 2, 16)"
"(7, 17, 1)"
"(25, 1, 20)"
"(10, 2, 19)"
"(26, 22, 9)"
"(6, 0, 12)"
"(1, 22, 5)"
"(6, 15, 10)"
"(0, 8, 23)"
"(29, 4, 5)"
"(12, 27, 9)"
"(1, 2, 4)"
