"(314, 203, 7)"
"(331, 264, 50)"
"(39, 325, 312)"
"(156, 160, 280)"
"(317, 161, 133)"
"(116, 229, 29)"
"(109, 318, 18)"
"(101, 248, 277)"
"(130, 33, 62)"
"(200, 297, 132)"
"(99, 211, 26)"
"(157, 308, 162)"
"(127, 235, 263)"
"(202, 288, 205)"
"(201, 238, 18)"
"(108, 330, 9)"
"(289, 225, 314)"
"(106, 276, 256)"
"(88, 31, 252)"
"(124, 276, 82)"
"(148, 67, 34)"
"(45, 206, 124)"
"(180, 123, 131)"
"(130, 331, 38)"
"(95, 183, 266)"
"(318, 93, 140)"
"(249, 253, 239)"
"(66, 323, 28)"
"(257, 191, 153)"
"(134, 3, 156)"
"(116, 172, 207)"
"(345, 345, 260)"
"(252, 244, 66)"
"(168, 348, 185)"
"(111, 267, 83)"
"(344, 79, 58)"
"(153, 174, 198)"
"(339, 125, 243)"
"(95, 244, 97)"
"(42, 326, 339)"
"(40, 307, 13)"
"(91, 42, 97)"
"(241, 37, 260)"
"(252, 25, 219)"
"(189, 185, 73)"
"(55, 284, 316)"
"(252, 297, 228)"
"(72, 254, 224)"
"(114, 301, 93)"
"(332, 169, 301)"
"(125, 24, 307)"
"(176, 55, 165)"
"(59, 99, 46)"
"(70, 251, 224)"
"(69, 188, 66)"
"(43, 289, 216)"
"(312, 166, 244)"
"(185, 299, 187)"
"(79, 48, 72)"
"(139, 265, 233)"
"(143, 273, 292)"
"(241, 318, 231)"
"(99, 79, 346)"
"(78, 272, 280)"
"(325, 66, 272)"
"(246, 181, 279)"
"(326, 181, 153)"
"(95, 56, 12)"
"(329, 87, 5)"
"(203, 182, 45)"
"(50, 62, 167)"
"(218, 31, 323)"
"(29, 153, 275)"
"(68, 157, 92)"
"(232, 194, 105)"
"(285, 257, 98)"
"(11, 196, 305)"
"(3, 301, 337)"
"(39, 219, 136)"
"(204, 138, 196)"
"(168, 348, 36)"
"(302, 275, 100)"
"(233, 246, 78)"
"(76, 58, 15)"
"(311, 276, 158)"
"(195, 341, 196)"
"(141, 248, 79)"
"(276, 301, 15)"
"(232, 292, 42)"
"(224, 234, 127)"
"(10, 81, 28)"
"(283, 184, 141)"
"(219, 185, 144)"
"(153, 180, 146)"
"(99, 283, 254)"
"(209, 38, 244)"
"(123, 250, 291)"
"(79, 152, 287)"
"(288, 128, 183)"
"(23, 310, 208)"
