"(34, 20, 25, 44, 40)"
"(44, 28, 39, 31, 6)"
"(37, 18, 22, 0, 28)"
"(45, 38, 30, 39, 8)"
"(29, 21, 41, 45, 34)"
"(12, 41, 17, 33, 6)"
"(32, 45, 43, 45, 24)"
"(41, 10, 21, 41, 45)"
"(19, 18, 14, 34, 30)"
"(24, 26, 7, 2, 14)"
"(12, 1, 0, 2, 16)"
"(14, 30, 32, 2, 33)"
"(0, 19, 31, 3, 4)"
"(9, 20, 16, 9, 9)"
"(2, 26, 25, 24, 27)"
"(36, 32, 36, 19, 1)"
"(30, 23, 27, 22, 21)"
"(5, 41, 11, 11, 42)"
"(45, 16, 37, 45, 19)"
"(29, 31, 32, 16, 39)"
"(39, 9, 15, 11, 7)"
"(11, 30, 12, 5, 9)"
"(6, 24, 13, 18, 7)"
"(12, 23, 3, 24, 27)"
"(0, 27, 10, 14, 20)"
"(18, 37, 39, 21, 24)"
"(32, 26, 20, 18, 11)"
"(28, 36, 28, 19, 44)"
"(35, 44, 11, 16, 1)"
"(31, 7, 44, 18, 25)"
"(20, 27, 21, 30, 3)"
"(25, 9, 28, 24, 16)"
"(41, 6, 24, 17, 5)"
"(41, 36, 26, 23, 14)"
"(24, 38, 32, 3, 29)"
"(15, 43, 44, 0, 43)"
"(22, 4, 3, 32, 24)"
"(3, 12, 1, 22, 32)"
"(39, 14, 37, 25, 33)"
"(39, 45, 28, 1, 30)"
"(3, 10, 45, 23, 22)"
"(19, 8, 34, 2, 13)"
"(11, 44, 2, 12, 5)"
"(4, 24, 15, 17, 23)"
"(12, 1, 1, 7, 12)"
"(11, 9, 0, 41, 1)"
"(35, 34, 8, 8, 33)"
"(2, 17, 20, 45, 29)"
"(26, 14, 23, 35, 43)"
"(14, 25, 8, 6, 27)"
"(43, 16, 33, 35, 5)"
"(19, 29, 20, 26, 8)"
"(16, 22, 22, 24, 5)"
"(40, 28, 3, 45, 4)"
"(33, 37, 33, 24, 12)"
"(23, 10, 20, 41, 17)"
"(6, 29, 44, 19, 2)"
"(5, 44, 44, 9, 36)"
"(16, 41, 25, 21, 32)"
"(23, 31, 11, 45, 5)"
"(5, 11, 42, 5, 5)"
"(42, 9, 17, 14, 8)"
"(8, 43, 28, 9, 34)"
"(27, 35, 23, 34, 8)"
"(11, 39, 39, 27, 37)"
"(9, 10, 7, 34, 28)"
"(45, 15, 3, 39, 33)"
"(37, 9, 41, 32, 15)"
"(40, 8, 17, 19, 30)"
"(44, 8, 3, 31, 6)"
"(23, 26, 7, 12, 21)"
"(10, 38, 30, 17, 38)"
"(13, 5, 40, 39, 36)"
"(41, 35, 5, 38, 23)"
"(38, 1, 5, 27, 32)"
"(24, 5, 9, 30, 30)"
"(43, 22, 33, 40, 23)"
"(0, 15, 0, 18, 11)"
"(2, 13, 43, 25, 10)"
"(38, 22, 17, 45, 41)"
"(14, 28, 32, 5, 2)"
"(8, 21, 30, 39, 15)"
"(35, 24, 16, 22, 39)"
"(4, 25, 23, 9, 8)"
"(41, 3, 12, 4, 3)"
"(28, 23, 11, 20, 21)"
"(19, 9, 0, 25, 9)"
"(9, 35, 39, 9, 20)"
"(20, 32, 13, 20, 33)"
"(6, 41, 0, 35, 5)"
"(43, 17, 12, 7, 22)"
"(23, 9, 4, 38, 24)"
"(4, 23, 6, 45, 14)"
"(26, 25, 12, 16, 19)"
"(25, 2, 28, 0, 14)"
"(43, 42, 29, 5, 13)"
"(42, 14, 8, 3, 29)"
"(39, 42, 18, 31, 29)"
"(29, 19, 5, 30, 35)"
"(9, 35, 43, 28, 20)"
