"(12, 15)"
"(13, 6)"
"(6, 0)"
"(10, 19)"
"(25, 2)"
"(19, 19)"
"(11, 20)"
"(1, 7)"
"(9, 0)"
"(8, 23)"
"(18, 20)"
"(5, 10)"
"(6, 9)"
"(15, 23)"
"(15, 22)"
"(15, 6)"
"(5, 0)"
"(6, 21)"
"(18, 9)"
"(22, 3)"
"(13, 20)"
"(12, 18)"
"(11, 20)"
"(22, 12)"
"(2, 17)"
"(13, 4)"
"(3, 14)"
"(8, 17)"
"(21, 5)"
"(7, 22)"
"(18, 25)"
"(15, 19)"
"(4, 20)"
"(6, 6)"
"(12, 17)"
"(10, 12)"
"(18, 11)"
"(18, 14)"
"(6, 22)"
"(24, 25)"
"(14, 12)"
"(18, 19)"
"(19, 22)"
"(20, 13)"
"(0, 10)"
"(19, 25)"
"(7, 16)"
"(18, 10)"
"(23, 11)"
"(0, 18)"
"(24, 2)"
"(9, 5)"
"(15, 8)"
"(13, 3)"
"(6, 6)"
"(9, 0)"
"(15, 15)"
"(6, 9)"
"(8, 6)"
"(5, 14)"
"(19, 13)"
"(25, 22)"
"(2, 5)"
"(2, 19)"
"(1, 0)"
"(12, 17)"
"(2, 2)"
"(13, 7)"
"(2, 9)"
"(11, 25)"
"(8, 21)"
"(25, 2)"
"(12, 0)"
"(18, 13)"
"(2, 24)"
"(13, 14)"
"(11, 20)"
"(3, 23)"
"(19, 8)"
"(23, 1)"
"(20, 20)"
"(2, 18)"
"(15, 6)"
"(22, 21)"
"(11, 14)"
"(20, 19)"
"(7, 12)"
"(25, 13)"
"(8, 9)"
"(6, 0)"
"(0, 0)"
"(25, 13)"
"(10, 24)"
"(22, 2)"
"(1, 15)"
"(11, 23)"
"(16, 12)"
"(18, 11)"
"(11, 18)"
"(22, 4)"
