"(32, 72)"
"(11, 65)"
"(73, 42)"
"(7, 55)"
"(36, 5)"
"(69, 48)"
"(28, 79)"
"(46, 80)"
"(66, 61)"
"(47, 51)"
"(34, 55)"
"(71, 15)"
"(52, 55)"
"(29, 64)"
"(56, 66)"
"(78, 45)"
"(64, 18)"
"(15, 39)"
"(70, 18)"
"(21, 41)"
"(13, 51)"
"(62, 6)"
"(26, 37)"
"(23, 19)"
"(55, 0)"
"(17, 64)"
"(63, 49)"
"(73, 79)"
"(13, 78)"
"(23, 13)"
"(19, 79)"
"(25, 25)"
"(17, 55)"
"(18, 66)"
"(64, 43)"
"(56, 70)"
"(55, 78)"
"(31, 47)"
"(2, 4)"
"(78, 34)"
"(80, 7)"
"(15, 74)"
"(27, 80)"
"(19, 20)"
"(70, 7)"
"(7, 3)"
"(53, 58)"
"(8, 30)"
"(53, 43)"
"(2, 49)"
"(52, 1)"
"(64, 64)"
"(63, 2)"
"(49, 46)"
"(3, 21)"
"(8, 12)"
"(58, 61)"
"(24, 57)"
"(38, 63)"
"(26, 65)"
"(2, 77)"
"(60, 57)"
"(19, 20)"
"(20, 36)"
"(28, 36)"
"(26, 13)"
"(71, 36)"
"(77, 34)"
"(4, 24)"
"(57, 44)"
"(43, 68)"
"(50, 48)"
"(34, 74)"
"(76, 14)"
"(50, 45)"
"(28, 15)"
"(20, 76)"
"(8, 28)"
"(74, 55)"
"(75, 50)"
"(8, 23)"
"(79, 34)"
"(49, 32)"
"(71, 9)"
"(80, 55)"
"(28, 57)"
"(21, 63)"
"(29, 25)"
"(0, 48)"
"(69, 50)"
"(19, 11)"
"(29, 67)"
"(30, 21)"
"(25, 59)"
"(70, 65)"
"(24, 73)"
"(36, 62)"
"(21, 37)"
"(73, 67)"
"(27, 73)"
