"(287, 86)"
"(7, 189)"
"(281, 89)"
"(196, 230)"
"(53, 279)"
"(222, 71)"
"(196, 245)"
"(76, 15)"
"(233, 60)"
"(247, 112)"
"(270, 175)"
"(194, 285)"
"(203, 104)"
"(210, 94)"
"(81, 143)"
"(227, 226)"
"(228, 66)"
"(145, 89)"
"(136, 128)"
"(135, 169)"
"(267, 168)"
"(75, 162)"
"(6, 277)"
"(248, 86)"
"(170, 54)"
"(33, 214)"
"(39, 196)"
"(53, 119)"
"(265, 55)"
"(81, 171)"
"(252, 94)"
"(285, 112)"
"(231, 247)"
"(194, 200)"
"(176, 165)"
"(67, 102)"
"(179, 25)"
"(107, 172)"
"(111, 137)"
"(203, 212)"
"(145, 0)"
"(14, 26)"
"(70, 47)"
"(103, 183)"
"(129, 151)"
"(272, 8)"
"(71, 42)"
"(50, 30)"
"(109, 58)"
"(113, 248)"
"(181, 264)"
"(23, 236)"
"(288, 157)"
"(272, 259)"
"(184, 156)"
"(124, 101)"
"(233, 119)"
"(112, 36)"
"(178, 117)"
"(135, 24)"
"(36, 128)"
"(95, 265)"
"(15, 227)"
"(220, 203)"
"(31, 170)"
"(242, 128)"
"(38, 136)"
"(232, 13)"
"(84, 222)"
"(284, 196)"
"(35, 156)"
"(199, 123)"
"(280, 220)"
"(86, 106)"
"(3, 52)"
"(142, 235)"
"(91, 272)"
"(256, 110)"
"(122, 265)"
"(157, 41)"
"(121, 189)"
"(180, 5)"
"(9, 287)"
"(229, 165)"
"(136, 104)"
"(244, 274)"
"(253, 104)"
"(38, 187)"
"(253, 146)"
"(184, 110)"
"(102, 191)"
"(216, 114)"
"(191, 60)"
"(77, 259)"
"(143, 73)"
"(56, 2)"
"(63, 223)"
"(67, 128)"
"(33, 233)"
"(26, 210)"
