"(2, 25)"
"(6, 27)"
"(6, 9)"
"(8, 18)"
"(1, 23)"
"(16, 10)"
"(25, 23)"
"(19, 25)"
"(3, 12)"
"(28, 5)"
"(30, 12)"
"(0, 11)"
"(30, 0)"
"(1, 0)"
"(30, 16)"
"(1, 18)"
"(21, 4)"
"(24, 12)"
"(8, 22)"
"(16, 6)"
"(20, 29)"
"(27, 29)"
"(13, 12)"
"(29, 20)"
"(15, 12)"
"(24, 11)"
"(6, 9)"
"(8, 30)"
"(14, 23)"
"(26, 29)"
"(26, 27)"
"(7, 9)"
"(3, 23)"
"(25, 21)"
"(10, 3)"
"(5, 2)"
"(27, 13)"
"(20, 30)"
"(4, 10)"
"(12, 3)"
"(30, 6)"
"(24, 24)"
"(17, 10)"
"(29, 13)"
"(23, 26)"
"(22, 25)"
"(29, 24)"
"(3, 6)"
"(29, 14)"
"(26, 28)"
"(0, 21)"
"(24, 6)"
"(11, 22)"
"(9, 0)"
"(27, 13)"
"(3, 4)"
"(4, 25)"
"(12, 25)"
"(12, 27)"
"(22, 11)"
"(1, 27)"
"(9, 21)"
"(12, 13)"
"(24, 27)"
"(14, 28)"
"(3, 24)"
"(18, 27)"
"(25, 30)"
"(30, 10)"
"(10, 5)"
"(22, 29)"
"(26, 23)"
"(1, 25)"
"(5, 26)"
"(21, 21)"
"(1, 11)"
"(24, 24)"
"(23, 11)"
"(12, 7)"
"(28, 19)"
"(6, 0)"
"(21, 5)"
"(20, 7)"
"(22, 5)"
"(6, 2)"
"(6, 6)"
"(10, 3)"
"(15, 29)"
"(25, 0)"
"(8, 14)"
"(14, 15)"
"(25, 22)"
"(25, 12)"
"(3, 13)"
"(20, 1)"
"(15, 14)"
"(25, 3)"
"(15, 20)"
"(19, 14)"
"(25, 27)"
