"(217, 54)"
"(148, 190)"
"(54, 84)"
"(73, 95)"
"(181, 127)"
"(187, 195)"
"(82, 107)"
"(163, 254)"
"(5, 259)"
"(90, 142)"
"(120, 140)"
"(90, 207)"
"(109, 57)"
"(151, 179)"
"(152, 139)"
"(24, 150)"
"(135, 199)"
"(63, 207)"
"(251, 254)"
"(119, 193)"
"(103, 202)"
"(113, 51)"
"(146, 116)"
"(216, 101)"
"(34, 103)"
"(169, 3)"
"(143, 192)"
"(243, 196)"
"(227, 256)"
"(235, 162)"
"(258, 201)"
"(161, 152)"
"(238, 47)"
"(104, 180)"
"(220, 81)"
"(81, 94)"
"(174, 94)"
"(96, 183)"
"(49, 178)"
"(251, 111)"
"(223, 43)"
"(68, 240)"
"(212, 168)"
"(113, 24)"
"(130, 46)"
"(21, 145)"
"(169, 111)"
"(81, 113)"
"(130, 219)"
"(2, 183)"
"(253, 164)"
"(157, 192)"
"(66, 22)"
"(14, 50)"
"(59, 175)"
"(113, 85)"
"(98, 88)"
"(221, 178)"
"(45, 123)"
"(8, 256)"
"(242, 74)"
"(185, 127)"
"(36, 108)"
"(226, 199)"
"(49, 9)"
"(108, 51)"
"(20, 175)"
"(242, 217)"
"(210, 173)"
"(119, 82)"
"(46, 119)"
"(142, 59)"
"(260, 258)"
"(209, 159)"
"(92, 235)"
"(201, 192)"
"(77, 45)"
"(175, 164)"
"(187, 200)"
"(95, 54)"
"(160, 104)"
"(62, 90)"
"(110, 242)"
"(66, 232)"
"(162, 209)"
"(201, 24)"
"(32, 134)"
"(185, 145)"
"(160, 60)"
"(129, 204)"
"(241, 149)"
"(20, 73)"
"(112, 72)"
"(6, 113)"
"(56, 132)"
"(215, 87)"
"(181, 188)"
"(7, 135)"
"(187, 219)"
"(184, 68)"
