"(123, 77)"
"(129, 203)"
"(104, 54)"
"(3, 122)"
"(149, 18)"
"(217, 140)"
"(10, 153)"
"(158, 61)"
"(35, 134)"
"(136, 139)"
"(242, 74)"
"(232, 80)"
"(245, 82)"
"(181, 53)"
"(182, 138)"
"(133, 71)"
"(85, 220)"
"(63, 50)"
"(101, 0)"
"(131, 217)"
"(218, 169)"
"(131, 65)"
"(107, 115)"
"(194, 150)"
"(183, 104)"
"(47, 155)"
"(101, 69)"
"(200, 25)"
"(77, 210)"
"(22, 31)"
"(145, 134)"
"(38, 145)"
"(139, 31)"
"(129, 128)"
"(22, 194)"
"(121, 109)"
"(145, 212)"
"(40, 194)"
"(113, 112)"
"(95, 208)"
"(188, 47)"
"(241, 196)"
"(26, 27)"
"(77, 234)"
"(114, 32)"
"(129, 244)"
"(38, 133)"
"(8, 162)"
"(180, 69)"
"(4, 236)"
"(108, 183)"
"(46, 185)"
"(122, 212)"
"(100, 147)"
"(111, 63)"
"(79, 18)"
"(162, 232)"
"(144, 74)"
"(135, 156)"
"(190, 162)"
"(128, 171)"
"(45, 124)"
"(210, 4)"
"(183, 147)"
"(145, 161)"
"(151, 120)"
"(72, 39)"
"(181, 189)"
"(116, 100)"
"(239, 48)"
"(209, 92)"
"(178, 185)"
"(44, 239)"
"(209, 194)"
"(148, 104)"
"(149, 133)"
"(188, 108)"
"(76, 75)"
"(44, 73)"
"(153, 89)"
"(181, 71)"
"(61, 224)"
"(44, 36)"
"(165, 101)"
"(187, 138)"
"(168, 3)"
"(137, 146)"
"(4, 216)"
"(202, 243)"
"(108, 178)"
"(122, 221)"
"(158, 17)"
"(169, 105)"
"(157, 36)"
"(77, 34)"
"(69, 94)"
"(142, 113)"
"(35, 41)"
"(101, 241)"
"(0, 43)"
