"(38, 212)"
"(140, 222)"
"(288, 35)"
"(287, 28)"
"(238, 242)"
"(195, 189)"
"(243, 230)"
"(114, 243)"
"(281, 53)"
"(285, 231)"
"(32, 70)"
"(223, 140)"
"(281, 227)"
"(171, 105)"
"(96, 118)"
"(185, 280)"
"(219, 240)"
"(238, 206)"
"(271, 258)"
"(272, 169)"
"(100, 269)"
"(235, 243)"
"(109, 255)"
"(115, 0)"
"(22, 247)"
"(121, 285)"
"(53, 226)"
"(242, 220)"
"(172, 284)"
"(247, 105)"
"(289, 289)"
"(265, 115)"
"(2, 163)"
"(69, 35)"
"(63, 180)"
"(226, 257)"
"(252, 208)"
"(49, 184)"
"(179, 18)"
"(28, 295)"
"(198, 193)"
"(84, 47)"
"(241, 208)"
"(101, 268)"
"(156, 166)"
"(9, 114)"
"(267, 121)"
"(243, 94)"
"(99, 188)"
"(150, 12)"
"(153, 116)"
"(97, 92)"
"(181, 170)"
"(18, 35)"
"(26, 231)"
"(237, 21)"
"(128, 274)"
"(84, 157)"
"(3, 145)"
"(82, 70)"
"(50, 177)"
"(163, 105)"
"(186, 12)"
"(18, 76)"
"(183, 192)"
"(37, 56)"
"(237, 2)"
"(218, 179)"
"(283, 53)"
"(21, 268)"
"(66, 104)"
"(31, 52)"
"(217, 27)"
"(234, 212)"
"(224, 187)"
"(290, 198)"
"(282, 214)"
"(13, 217)"
"(99, 266)"
"(22, 148)"
"(198, 144)"
"(287, 295)"
"(141, 44)"
"(104, 260)"
"(5, 192)"
"(32, 12)"
"(98, 76)"
"(230, 206)"
"(224, 47)"
"(8, 196)"
"(128, 226)"
"(257, 243)"
"(200, 82)"
"(227, 125)"
"(262, 260)"
"(257, 217)"
"(179, 231)"
"(1, 291)"
"(137, 266)"
"(152, 111)"
