"(279, 115)"
"(325, 302)"
"(344, 190)"
"(86, 137)"
"(313, 68)"
"(33, 127)"
"(9, 280)"
"(285, 217)"
"(215, 87)"
"(32, 329)"
"(2, 294)"
"(77, 178)"
"(73, 251)"
"(53, 75)"
"(239, 184)"
"(257, 248)"
"(142, 175)"
"(166, 278)"
"(298, 197)"
"(262, 74)"
"(12, 116)"
"(161, 21)"
"(336, 66)"
"(259, 285)"
"(206, 318)"
"(345, 105)"
"(96, 64)"
"(332, 310)"
"(302, 57)"
"(132, 4)"
"(102, 175)"
"(264, 251)"
"(22, 279)"
"(295, 188)"
"(24, 250)"
"(30, 279)"
"(143, 172)"
"(70, 271)"
"(252, 23)"
"(24, 188)"
"(154, 305)"
"(238, 122)"
"(209, 46)"
"(153, 295)"
"(99, 196)"
"(47, 259)"
"(48, 269)"
"(266, 352)"
"(71, 246)"
"(271, 342)"
"(319, 200)"
"(196, 64)"
"(121, 173)"
"(151, 330)"
"(15, 163)"
"(48, 142)"
"(351, 146)"
"(64, 341)"
"(202, 345)"
"(128, 281)"
"(20, 208)"
"(81, 254)"
"(146, 89)"
"(228, 124)"
"(137, 38)"
"(174, 255)"
"(237, 181)"
"(81, 149)"
"(52, 48)"
"(150, 85)"
"(7, 73)"
"(169, 275)"
"(71, 263)"
"(93, 57)"
"(198, 310)"
"(262, 24)"
"(278, 336)"
"(203, 42)"
"(148, 29)"
"(43, 326)"
"(191, 260)"
"(339, 288)"
"(341, 145)"
"(329, 209)"
"(161, 313)"
"(315, 8)"
"(150, 6)"
"(53, 248)"
"(9, 256)"
"(7, 151)"
"(284, 253)"
"(199, 166)"
"(290, 250)"
"(61, 328)"
"(280, 345)"
"(344, 120)"
"(312, 66)"
"(266, 110)"
"(69, 55)"
"(281, 213)"
