"(21, 48)"
"(77, 24)"
"(74, 211)"
"(122, 32)"
"(256, 146)"
"(254, 266)"
"(104, 190)"
"(237, 43)"
"(9, 180)"
"(207, 147)"
"(213, 182)"
"(160, 47)"
"(62, 184)"
"(17, 77)"
"(75, 29)"
"(212, 227)"
"(134, 16)"
"(35, 127)"
"(101, 216)"
"(143, 147)"
"(61, 208)"
"(165, 72)"
"(192, 26)"
"(82, 73)"
"(101, 118)"
"(114, 33)"
"(107, 108)"
"(217, 122)"
"(152, 70)"
"(49, 133)"
"(220, 130)"
"(81, 140)"
"(81, 110)"
"(208, 181)"
"(101, 104)"
"(196, 41)"
"(82, 217)"
"(129, 109)"
"(149, 129)"
"(8, 81)"
"(54, 89)"
"(123, 45)"
"(204, 238)"
"(166, 47)"
"(46, 268)"
"(154, 172)"
"(99, 26)"
"(42, 87)"
"(89, 92)"
"(170, 36)"
"(45, 53)"
"(128, 3)"
"(177, 244)"
"(153, 219)"
"(135, 142)"
"(63, 130)"
"(96, 214)"
"(82, 131)"
"(78, 141)"
"(176, 142)"
"(228, 73)"
"(8, 4)"
"(24, 39)"
"(247, 8)"
"(147, 135)"
"(206, 18)"
"(128, 107)"
"(100, 79)"
"(80, 5)"
"(199, 188)"
"(48, 120)"
"(99, 211)"
"(38, 106)"
"(269, 154)"
"(63, 211)"
"(120, 2)"
"(16, 81)"
"(200, 256)"
"(134, 140)"
"(185, 188)"
"(0, 240)"
"(240, 267)"
"(94, 14)"
"(220, 259)"
"(172, 101)"
"(138, 142)"
"(144, 120)"
"(19, 57)"
"(39, 269)"
"(165, 59)"
"(104, 32)"
"(266, 69)"
"(220, 190)"
"(171, 217)"
"(107, 98)"
"(121, 246)"
"(249, 40)"
"(4, 117)"
"(26, 158)"
"(85, 245)"
