"(43, 73)"
"(56, 108)"
"(173, 0)"
"(160, 130)"
"(7, 13)"
"(69, 175)"
"(129, 154)"
"(163, 35)"
"(5, 67)"
"(57, 57)"
"(123, 83)"
"(82, 169)"
"(54, 26)"
"(33, 29)"
"(27, 74)"
"(73, 65)"
"(46, 21)"
"(27, 95)"
"(100, 54)"
"(167, 80)"
"(163, 2)"
"(142, 15)"
"(84, 75)"
"(75, 155)"
"(120, 102)"
"(108, 44)"
"(49, 107)"
"(70, 92)"
"(91, 42)"
"(133, 20)"
"(87, 60)"
"(67, 86)"
"(80, 115)"
"(120, 10)"
"(163, 162)"
"(104, 7)"
"(65, 126)"
"(36, 49)"
"(74, 50)"
"(92, 57)"
"(174, 18)"
"(70, 158)"
"(2, 95)"
"(134, 69)"
"(95, 108)"
"(58, 8)"
"(66, 46)"
"(95, 38)"
"(159, 75)"
"(48, 61)"
"(56, 31)"
"(41, 66)"
"(155, 13)"
"(162, 7)"
"(52, 98)"
"(1, 32)"
"(47, 6)"
"(175, 98)"
"(35, 116)"
"(161, 11)"
"(161, 100)"
"(122, 169)"
"(85, 79)"
"(137, 130)"
"(53, 173)"
"(134, 108)"
"(81, 22)"
"(132, 155)"
"(119, 114)"
"(96, 115)"
"(130, 29)"
"(32, 55)"
"(141, 136)"
"(171, 31)"
"(41, 101)"
"(125, 1)"
"(45, 22)"
"(58, 92)"
"(25, 88)"
"(57, 107)"
"(164, 131)"
"(79, 163)"
"(111, 56)"
"(54, 27)"
"(74, 154)"
"(35, 153)"
"(80, 96)"
"(160, 158)"
"(40, 7)"
"(129, 167)"
"(26, 73)"
"(24, 96)"
"(120, 0)"
"(66, 17)"
"(126, 3)"
"(18, 169)"
"(133, 121)"
"(60, 84)"
"(87, 112)"
"(19, 92)"
