"(13,)"
"(11,)"
"(28,)"
"(8,)"
"(0,)"
"(28,)"
"(22,)"
"(3,)"
"(22,)"
"(0,)"
"(29,)"
"(10,)"
"(15,)"
"(4,)"
"(24,)"
"(13,)"
"(29,)"
"(20,)"
"(20,)"
"(10,)"
"(1,)"
"(9,)"
"(11,)"
"(6,)"
"(0,)"
"(19,)"
"(10,)"
"(10,)"
"(17,)"
"(3,)"
"(29,)"
"(0,)"
"(23,)"
"(13,)"
"(19,)"
"(3,)"
"(2,)"
"(1,)"
"(29,)"
"(14,)"
"(0,)"
"(23,)"
"(19,)"
"(23,)"
"(15,)"
"(19,)"
"(19,)"
"(23,)"
"(12,)"
"(18,)"
"(13,)"
"(20,)"
"(12,)"
"(0,)"
"(22,)"
"(1,)"
"(24,)"
"(9,)"
"(7,)"
"(25,)"
"(5,)"
"(15,)"
"(23,)"
"(28,)"
"(9,)"
"(28,)"
"(14,)"
"(20,)"
"(12,)"
"(2,)"
"(9,)"
"(16,)"
"(9,)"
"(16,)"
"(7,)"
"(7,)"
"(22,)"
"(22,)"
"(26,)"
"(6,)"
"(4,)"
"(14,)"
"(15,)"
"(7,)"
"(1,)"
"(0,)"
"(14,)"
"(1,)"
"(12,)"
"(25,)"
"(16,)"
"(15,)"
"(10,)"
"(14,)"
"(14,)"
"(1,)"
"(5,)"
"(9,)"
"(29,)"
"(24,)"
