"(12,)"
"(13,)"
"(9,)"
"(3,)"
"(7,)"
"(7,)"
"(1,)"
"(7,)"
"(8,)"
"(2,)"
"(12,)"
"(3,)"
"(15,)"
"(9,)"
"(9,)"
"(4,)"
"(13,)"
"(8,)"
"(2,)"
"(12,)"
"(15,)"
"(12,)"
"(12,)"
"(9,)"
"(3,)"
"(13,)"
"(2,)"
"(4,)"
"(1,)"
"(8,)"
"(11,)"
"(5,)"
"(14,)"
"(12,)"
"(15,)"
"(7,)"
"(13,)"
"(12,)"
"(8,)"
"(8,)"
"(2,)"
"(1,)"
"(15,)"
"(12,)"
"(13,)"
"(7,)"
"(7,)"
"(14,)"
"(2,)"
"(2,)"
"(1,)"
"(5,)"
"(8,)"
"(1,)"
"(12,)"
"(4,)"
"(7,)"
"(11,)"
"(3,)"
"(11,)"
"(5,)"
"(12,)"
"(15,)"
"(15,)"
"(10,)"
"(3,)"
"(15,)"
"(0,)"
"(9,)"
"(6,)"
"(3,)"
"(3,)"
"(6,)"
"(14,)"
"(12,)"
"(14,)"
"(13,)"
"(2,)"
"(4,)"
"(4,)"
"(15,)"
"(0,)"
"(7,)"
"(13,)"
"(4,)"
"(7,)"
"(7,)"
"(1,)"
"(3,)"
"(3,)"
"(12,)"
"(11,)"
"(14,)"
"(12,)"
"(4,)"
"(4,)"
"(8,)"
"(10,)"
"(11,)"
"(6,)"
