"(96, 82, 100)"
"(61, 110, 74)"
"(75, 48, 90)"
"(42, 57, 63)"
"(51, 52, 15)"
"(61, 6, 104)"
"(29, 55, 92)"
"(53, 15, 99)"
"(25, 99, 90)"
"(61, 45, 28)"
"(11, 6, 23)"
"(23, 105, 20)"
"(55, 51, 110)"
"(99, 41, 36)"
"(74, 92, 81)"
"(32, 21, 65)"
"(41, 81, 61)"
"(54, 18, 63)"
"(50, 38, 11)"
"(102, 74, 45)"
"(81, 80, 102)"
"(69, 59, 49)"
"(76, 99, 52)"
"(112, 22, 57)"
"(88, 24, 114)"
"(76, 3, 89)"
"(9, 71, 65)"
"(52, 96, 87)"
"(70, 13, 37)"
"(9, 5, 48)"
"(60, 40, 66)"
"(108, 0, 82)"
"(62, 22, 48)"
"(29, 34, 24)"
"(49, 98, 37)"
"(101, 53, 44)"
"(100, 109, 91)"
"(110, 20, 102)"
"(60, 43, 46)"
"(40, 15, 37)"
"(104, 26, 79)"
"(97, 79, 56)"
"(113, 29, 57)"
"(41, 7, 57)"
"(50, 23, 36)"
"(54, 105, 19)"
"(98, 36, 104)"
"(5, 25, 35)"
"(47, 24, 78)"
"(14, 76, 80)"
"(15, 7, 27)"
"(13, 103, 67)"
"(103, 76, 91)"
"(6, 15, 71)"
"(97, 93, 60)"
"(65, 51, 89)"
"(35, 34, 70)"
"(13, 32, 49)"
"(66, 99, 42)"
"(22, 78, 70)"
"(34, 7, 87)"
"(45, 107, 98)"
"(28, 85, 54)"
"(8, 9, 14)"
"(74, 75, 70)"
"(97, 78, 82)"
"(55, 53, 108)"
"(0, 3, 79)"
"(107, 95, 2)"
"(67, 3, 102)"
"(86, 101, 20)"
"(77, 5, 58)"
"(74, 70, 39)"
"(105, 93, 80)"
"(79, 41, 57)"
"(64, 103, 9)"
"(111, 86, 16)"
"(18, 9, 54)"
"(23, 17, 14)"
"(51, 95, 11)"
"(34, 53, 85)"
"(0, 84, 67)"
"(62, 64, 111)"
"(28, 2, 23)"
"(15, 18, 67)"
"(76, 97, 50)"
"(16, 19, 16)"
"(52, 90, 70)"
"(73, 42, 16)"
"(26, 15, 19)"
"(112, 60, 39)"
"(18, 53, 87)"
"(5, 99, 46)"
"(70, 2, 28)"
"(29, 6, 27)"
"(88, 54, 30)"
"(18, 10, 31)"
"(13, 78, 87)"
"(86, 106, 30)"
"(78, 95, 61)"
