"(61, 51)"
"(35, 45)"
"(48, 54)"
"(21, 40)"
"(79, 31)"
"(14, 7)"
"(78, 43)"
"(33, 55)"
"(60, 59)"
"(32, 47)"
"(65, 31)"
"(23, 27)"
"(26, 49)"
"(62, 78)"
"(1, 67)"
"(20, 62)"
"(65, 56)"
"(51, 74)"
"(10, 45)"
"(69, 70)"
"(32, 22)"
"(43, 3)"
"(46, 20)"
"(71, 45)"
"(24, 3)"
"(36, 40)"
"(77, 45)"
"(11, 35)"
"(73, 14)"
"(49, 12)"
"(52, 77)"
"(40, 23)"
"(19, 37)"
"(44, 54)"
"(27, 56)"
"(27, 47)"
"(31, 27)"
"(54, 1)"
"(40, 48)"
"(3, 4)"
"(48, 79)"
"(47, 59)"
"(57, 4)"
"(80, 62)"
"(6, 66)"
"(59, 78)"
"(40, 66)"
"(19, 75)"
"(17, 17)"
"(8, 20)"
"(53, 63)"
"(79, 20)"
"(15, 0)"
"(62, 37)"
"(42, 57)"
"(9, 77)"
"(22, 0)"
"(34, 22)"
"(48, 53)"
"(51, 6)"
"(13, 59)"
"(38, 26)"
"(41, 10)"
"(33, 6)"
"(51, 62)"
"(40, 74)"
"(44, 5)"
"(45, 79)"
"(56, 2)"
"(20, 47)"
"(49, 68)"
"(49, 5)"
"(26, 15)"
"(41, 34)"
"(16, 30)"
"(80, 16)"
"(3, 72)"
"(54, 59)"
"(9, 29)"
"(41, 0)"
"(75, 38)"
"(47, 11)"
"(52, 20)"
"(79, 60)"
"(44, 52)"
"(26, 25)"
"(60, 32)"
"(67, 42)"
"(19, 7)"
"(50, 38)"
"(71, 39)"
"(28, 70)"
"(51, 52)"
"(10, 37)"
"(51, 74)"
"(69, 56)"
"(10, 80)"
"(80, 65)"
"(53, 0)"
"(46, 48)"
