"(3, 45)"
"(20, 41)"
"(42, 47)"
"(75, 22)"
"(15, 71)"
"(68, 14)"
"(9, 17)"
"(17, 61)"
"(47, 67)"
"(6, 9)"
"(42, 51)"
"(9, 65)"
"(10, 24)"
"(12, 19)"
"(35, 59)"
"(32, 73)"
"(49, 11)"
"(66, 78)"
"(49, 79)"
"(29, 76)"
"(38, 28)"
"(29, 14)"
"(68, 29)"
"(55, 45)"
"(71, 58)"
"(56, 55)"
"(34, 61)"
"(40, 44)"
"(76, 39)"
"(45, 57)"
"(35, 10)"
"(49, 17)"
"(41, 52)"
"(41, 25)"
"(64, 36)"
"(77, 34)"
"(32, 29)"
"(38, 24)"
"(48, 75)"
"(65, 24)"
"(10, 25)"
"(70, 37)"
"(33, 55)"
"(24, 16)"
"(76, 48)"
"(13, 59)"
"(78, 2)"
"(69, 24)"
"(25, 24)"
"(11, 54)"
"(74, 33)"
"(77, 6)"
"(29, 29)"
"(27, 18)"
"(47, 42)"
"(69, 58)"
"(28, 74)"
"(9, 31)"
"(47, 79)"
"(48, 8)"
"(38, 71)"
"(33, 61)"
"(31, 25)"
"(56, 64)"
"(6, 75)"
"(11, 44)"
"(20, 58)"
"(65, 59)"
"(54, 46)"
"(6, 78)"
"(61, 5)"
"(78, 25)"
"(4, 47)"
"(63, 27)"
"(66, 57)"
"(24, 62)"
"(22, 74)"
"(22, 43)"
"(8, 30)"
"(15, 78)"
"(57, 3)"
"(77, 13)"
"(16, 60)"
"(69, 58)"
"(43, 36)"
"(7, 24)"
"(7, 28)"
"(70, 12)"
"(22, 58)"
"(66, 16)"
"(62, 6)"
"(66, 60)"
"(58, 74)"
"(75, 75)"
"(0, 71)"
"(62, 32)"
"(2, 34)"
"(36, 58)"
"(33, 12)"
"(24, 43)"
