"(156, 15)"
"(37, 150)"
"(166, 114)"
"(117, 42)"
"(107, 129)"
"(128, 62)"
"(104, 153)"
"(11, 77)"
"(127, 94)"
"(111, 143)"
"(46, 137)"
"(104, 10)"
"(91, 23)"
"(25, 114)"
"(173, 123)"
"(152, 15)"
"(72, 51)"
"(31, 69)"
"(146, 52)"
"(97, 59)"
"(39, 90)"
"(173, 72)"
"(98, 95)"
"(101, 144)"
"(53, 128)"
"(147, 46)"
"(123, 108)"
"(134, 123)"
"(171, 16)"
"(108, 159)"
"(148, 81)"
"(163, 7)"
"(114, 170)"
"(84, 67)"
"(117, 122)"
"(104, 1)"
"(160, 43)"
"(162, 105)"
"(55, 15)"
"(70, 91)"
"(100, 106)"
"(97, 50)"
"(108, 20)"
"(20, 2)"
"(3, 0)"
"(101, 22)"
"(119, 71)"
"(59, 71)"
"(170, 81)"
"(97, 4)"
"(11, 76)"
"(73, 85)"
"(62, 82)"
"(117, 173)"
"(21, 109)"
"(75, 31)"
"(113, 160)"
"(99, 50)"
"(151, 153)"
"(148, 154)"
"(72, 133)"
"(30, 12)"
"(13, 153)"
"(21, 156)"
"(25, 145)"
"(104, 87)"
"(53, 135)"
"(4, 4)"
"(97, 32)"
"(89, 149)"
"(84, 15)"
"(62, 21)"
"(38, 21)"
"(95, 167)"
"(47, 23)"
"(34, 102)"
"(54, 90)"
"(49, 58)"
"(119, 23)"
"(154, 114)"
"(155, 107)"
"(57, 173)"
"(168, 163)"
"(172, 50)"
"(117, 169)"
"(56, 13)"
"(6, 159)"
"(30, 23)"
"(100, 167)"
"(100, 120)"
"(47, 157)"
"(144, 44)"
"(54, 111)"
"(40, 78)"
"(148, 167)"
"(23, 97)"
"(139, 157)"
"(153, 113)"
"(99, 4)"
"(49, 18)"
