"(30, 40)"
"(31, 0)"
"(23, 17)"
"(4, 39)"
"(28, 31)"
"(17, 33)"
"(2, 29)"
"(42, 39)"
"(42, 14)"
"(4, 18)"
"(1, 14)"
"(7, 23)"
"(23, 41)"
"(38, 19)"
"(2, 11)"
"(0, 26)"
"(0, 3)"
"(3, 18)"
"(9, 21)"
"(20, 35)"
"(34, 15)"
"(5, 6)"
"(31, 19)"
"(1, 8)"
"(10, 39)"
"(23, 1)"
"(12, 35)"
"(26, 32)"
"(37, 4)"
"(13, 36)"
"(0, 14)"
"(42, 11)"
"(15, 23)"
"(0, 20)"
"(3, 31)"
"(20, 41)"
"(27, 1)"
"(0, 29)"
"(35, 23)"
"(15, 36)"
"(24, 34)"
"(39, 33)"
"(9, 36)"
"(29, 5)"
"(18, 32)"
"(27, 0)"
"(9, 31)"
"(42, 1)"
"(22, 33)"
"(18, 42)"
"(3, 2)"
"(39, 11)"
"(22, 38)"
"(32, 3)"
"(18, 29)"
"(35, 24)"
"(15, 36)"
"(7, 32)"
"(7, 32)"
"(14, 38)"
"(23, 5)"
"(10, 16)"
"(10, 24)"
"(1, 15)"
"(19, 32)"
"(20, 9)"
"(13, 11)"
"(13, 8)"
"(15, 38)"
"(34, 42)"
"(21, 13)"
"(9, 22)"
"(40, 22)"
"(35, 29)"
"(7, 0)"
"(19, 2)"
"(2, 5)"
"(13, 6)"
"(3, 30)"
"(38, 6)"
"(4, 26)"
"(39, 13)"
"(7, 39)"
"(0, 4)"
"(28, 41)"
"(6, 7)"
"(18, 36)"
"(17, 9)"
"(9, 38)"
"(16, 32)"
"(2, 22)"
"(4, 19)"
"(18, 5)"
"(13, 16)"
"(22, 23)"
"(15, 27)"
"(16, 22)"
"(28, 36)"
"(41, 24)"
"(4, 10)"
