"(10, 26)"
"(0, 13)"
"(37, 23)"
"(6, 24)"
"(27, 17)"
"(13, 29)"
"(18, 35)"
"(4, 18)"
"(27, 14)"
"(16, 17)"
"(37, 26)"
"(15, 12)"
"(43, 9)"
"(9, 42)"
"(38, 27)"
"(27, 43)"
"(42, 19)"
"(24, 18)"
"(34, 14)"
"(20, 30)"
"(23, 17)"
"(11, 38)"
"(24, 24)"
"(30, 9)"
"(43, 25)"
"(14, 35)"
"(7, 26)"
"(26, 27)"
"(5, 38)"
"(42, 12)"
"(7, 0)"
"(8, 14)"
"(32, 22)"
"(6, 6)"
"(32, 20)"
"(3, 43)"
"(30, 32)"
"(17, 17)"
"(36, 43)"
"(42, 34)"
"(30, 39)"
"(1, 11)"
"(26, 7)"
"(26, 5)"
"(38, 13)"
"(42, 40)"
"(20, 43)"
"(33, 29)"
"(31, 1)"
"(19, 13)"
"(39, 28)"
"(7, 41)"
"(37, 25)"
"(4, 43)"
"(11, 32)"
"(38, 9)"
"(38, 22)"
"(27, 2)"
"(43, 38)"
"(6, 8)"
"(37, 5)"
"(22, 40)"
"(21, 10)"
"(5, 40)"
"(38, 43)"
"(34, 28)"
"(33, 6)"
"(40, 10)"
"(21, 1)"
"(9, 31)"
"(33, 6)"
"(32, 23)"
"(30, 42)"
"(21, 3)"
"(6, 42)"
"(0, 24)"
"(31, 1)"
"(2, 13)"
"(28, 5)"
"(26, 2)"
"(28, 41)"
"(34, 8)"
"(41, 18)"
"(21, 22)"
"(5, 18)"
"(1, 2)"
"(33, 21)"
"(43, 17)"
"(35, 30)"
"(32, 19)"
"(38, 34)"
"(20, 21)"
"(25, 15)"
"(18, 6)"
"(22, 2)"
"(18, 31)"
"(11, 0)"
"(35, 20)"
"(4, 41)"
"(38, 2)"
