"(70, 22, 76, 32, 62)"
"(76, 46, 47, 46, 71)"
"(60, 68, 55, 3, 76)"
"(2, 79, 37, 38, 64)"
"(27, 50, 10, 44, 43)"
"(15, 77, 22, 10, 55)"
"(70, 3, 60, 29, 27)"
"(75, 19, 60, 2, 43)"
"(23, 47, 19, 56, 25)"
"(47, 43, 45, 68, 57)"
"(4, 64, 37, 53, 40)"
"(16, 75, 27, 52, 0)"
"(36, 62, 49, 4, 77)"
"(50, 34, 74, 14, 54)"
"(52, 17, 45, 33, 47)"
"(48, 74, 21, 72, 19)"
"(65, 66, 75, 48, 62)"
"(28, 7, 64, 0, 37)"
"(63, 40, 15, 25, 13)"
"(65, 58, 22, 68, 0)"
"(3, 25, 69, 45, 70)"
"(71, 8, 6, 9, 11)"
"(13, 6, 34, 19, 49)"
"(19, 71, 44, 52, 39)"
"(76, 65, 14, 15, 69)"
"(64, 2, 42, 30, 62)"
"(60, 19, 39, 26, 72)"
"(5, 53, 28, 62, 51)"
"(63, 41, 71, 51, 60)"
"(69, 60, 37, 10, 4)"
"(13, 78, 58, 34, 79)"
"(21, 47, 16, 13, 76)"
"(43, 43, 17, 72, 1)"
"(19, 37, 24, 22, 24)"
"(64, 75, 27, 55, 56)"
"(54, 66, 53, 12, 16)"
"(57, 24, 12, 64, 11)"
"(30, 56, 52, 45, 62)"
"(51, 50, 62, 23, 49)"
"(8, 63, 46, 29, 42)"
"(62, 58, 44, 27, 35)"
"(79, 35, 37, 51, 16)"
"(60, 10, 47, 60, 39)"
"(40, 31, 62, 39, 65)"
"(35, 7, 64, 6, 55)"
"(12, 35, 27, 3, 29)"
"(22, 10, 66, 57, 69)"
"(1, 3, 68, 63, 57)"
"(9, 44, 63, 55, 20)"
"(0, 7, 70, 14, 70)"
"(50, 77, 68, 18, 67)"
"(25, 19, 43, 0, 9)"
"(61, 76, 60, 65, 31)"
"(14, 27, 23, 34, 23)"
"(20, 42, 11, 17, 55)"
"(53, 67, 44, 33, 30)"
"(39, 5, 34, 39, 50)"
"(11, 11, 59, 55, 43)"
"(28, 28, 68, 45, 45)"
"(7, 34, 27, 24, 76)"
"(30, 20, 77, 5, 70)"
"(22, 79, 20, 66, 14)"
"(26, 30, 45, 46, 49)"
"(39, 49, 39, 36, 20)"
"(7, 13, 52, 65, 56)"
"(63, 56, 54, 68, 21)"
"(3, 17, 38, 23, 51)"
"(10, 18, 69, 51, 45)"
"(46, 68, 79, 56, 70)"
"(6, 74, 25, 73, 9)"
"(0, 40, 16, 48, 73)"
"(4, 71, 13, 6, 37)"
"(71, 12, 48, 41, 14)"
"(6, 16, 18, 50, 53)"
"(2, 67, 45, 60, 34)"
"(6, 23, 9, 69, 64)"
"(40, 34, 22, 9, 24)"
"(11, 43, 1, 32, 62)"
"(29, 28, 49, 7, 31)"
"(77, 42, 74, 58, 30)"
"(16, 64, 53, 24, 75)"
"(33, 78, 3, 30, 42)"
"(48, 63, 50, 77, 17)"
"(68, 20, 16, 74, 63)"
"(49, 21, 31, 9, 3)"
"(24, 41, 31, 18, 71)"
"(12, 1, 74, 73, 55)"
"(75, 0, 16, 23, 13)"
"(5, 3, 56, 0, 13)"
"(11, 67, 2, 4, 68)"
"(77, 77, 37, 58, 67)"
"(47, 45, 51, 43, 52)"
"(19, 29, 33, 50, 48)"
"(47, 23, 75, 44, 49)"
"(21, 22, 24, 50, 11)"
"(50, 66, 52, 15, 33)"
"(70, 76, 50, 17, 32)"
"(70, 6, 55, 46, 10)"
"(44, 70, 54, 16, 20)"
"(66, 31, 21, 69, 79)"
