"(9,)"
"(12,)"
"(7,)"
"(6,)"
"(7,)"
"(2,)"
"(0,)"
"(1,)"
"(0,)"
"(12,)"
"(1,)"
"(13,)"
"(13,)"
"(4,)"
"(2,)"
"(4,)"
"(11,)"
"(14,)"
"(1,)"
"(14,)"
"(4,)"
"(8,)"
"(1,)"
"(10,)"
"(9,)"
"(11,)"
"(12,)"
"(6,)"
"(11,)"
"(1,)"
"(0,)"
"(5,)"
"(0,)"
"(6,)"
"(0,)"
"(6,)"
"(0,)"
"(11,)"
"(7,)"
"(8,)"
"(5,)"
"(6,)"
"(1,)"
"(14,)"
"(10,)"
"(0,)"
"(6,)"
"(4,)"
"(12,)"
"(8,)"
"(14,)"
"(5,)"
"(14,)"
"(0,)"
"(8,)"
"(3,)"
"(13,)"
"(0,)"
"(7,)"
"(9,)"
"(0,)"
"(4,)"
"(5,)"
"(7,)"
"(5,)"
"(11,)"
"(12,)"
"(13,)"
"(2,)"
"(12,)"
"(11,)"
"(6,)"
"(6,)"
"(2,)"
"(9,)"
"(3,)"
"(5,)"
"(2,)"
"(9,)"
"(14,)"
"(1,)"
"(8,)"
"(14,)"
"(12,)"
"(5,)"
"(5,)"
"(8,)"
"(1,)"
"(11,)"
"(9,)"
"(0,)"
"(7,)"
"(11,)"
"(9,)"
"(11,)"
"(7,)"
"(12,)"
"(9,)"
"(7,)"
"(13,)"
