"(35,)"
"(61,)"
"(27,)"
"(21,)"
"(66,)"
"(68,)"
"(4,)"
"(22,)"
"(28,)"
"(55,)"
"(27,)"
"(73,)"
"(6,)"
"(64,)"
"(34,)"
"(46,)"
"(36,)"
"(30,)"
"(63,)"
"(74,)"
"(39,)"
"(56,)"
"(14,)"
"(1,)"
"(7,)"
"(59,)"
"(64,)"
"(46,)"
"(12,)"
"(14,)"
"(21,)"
"(71,)"
"(2,)"
"(30,)"
"(33,)"
"(67,)"
"(42,)"
"(4,)"
"(63,)"
"(17,)"
"(8,)"
"(26,)"
"(72,)"
"(36,)"
"(17,)"
"(10,)"
"(4,)"
"(13,)"
"(15,)"
"(32,)"
"(6,)"
"(54,)"
"(19,)"
"(50,)"
"(73,)"
"(41,)"
"(40,)"
"(29,)"
"(44,)"
"(13,)"
"(73,)"
"(32,)"
"(34,)"
"(48,)"
"(27,)"
"(29,)"
"(54,)"
"(21,)"
"(4,)"
"(42,)"
"(21,)"
"(24,)"
"(57,)"
"(57,)"
"(15,)"
"(57,)"
"(5,)"
"(6,)"
"(17,)"
"(0,)"
"(39,)"
"(48,)"
"(27,)"
"(59,)"
"(22,)"
"(24,)"
"(62,)"
"(67,)"
"(68,)"
"(63,)"
"(34,)"
"(2,)"
"(7,)"
"(13,)"
"(63,)"
"(52,)"
"(45,)"
"(9,)"
"(66,)"
"(55,)"
