"(11,)"
"(8,)"
"(15,)"
"(3,)"
"(10,)"
"(12,)"
"(6,)"
"(13,)"
"(16,)"
"(0,)"
"(5,)"
"(7,)"
"(16,)"
"(14,)"
"(0,)"
"(15,)"
"(13,)"
"(8,)"
"(10,)"
"(3,)"
"(11,)"
"(14,)"
"(7,)"
"(11,)"
"(1,)"
"(5,)"
"(15,)"
"(1,)"
"(1,)"
"(3,)"
"(1,)"
"(15,)"
"(16,)"
"(4,)"
"(17,)"
"(5,)"
"(7,)"
"(7,)"
"(18,)"
"(14,)"
"(15,)"
"(13,)"
"(5,)"
"(5,)"
"(18,)"
"(0,)"
"(5,)"
"(6,)"
"(1,)"
"(1,)"
"(18,)"
"(6,)"
"(9,)"
"(10,)"
"(7,)"
"(13,)"
"(9,)"
"(2,)"
"(1,)"
"(8,)"
"(9,)"
"(18,)"
"(12,)"
"(16,)"
"(10,)"
"(15,)"
"(3,)"
"(6,)"
"(6,)"
"(17,)"
"(7,)"
"(9,)"
"(0,)"
"(10,)"
"(14,)"
"(11,)"
"(7,)"
"(8,)"
"(12,)"
"(11,)"
"(1,)"
"(16,)"
"(0,)"
"(17,)"
"(15,)"
"(0,)"
"(18,)"
"(3,)"
"(3,)"
"(3,)"
"(11,)"
"(4,)"
"(6,)"
"(15,)"
"(4,)"
"(9,)"
"(1,)"
"(14,)"
"(0,)"
"(11,)"
