"(12, 60)"
"(89, 70)"
"(42, 36)"
"(25, 72)"
"(30, 81)"
"(49, 32)"
"(38, 85)"
"(8, 81)"
"(64, 69)"
"(29, 26)"
"(50, 21)"
"(63, 64)"
"(23, 19)"
"(82, 31)"
"(87, 18)"
"(10, 12)"
"(30, 81)"
"(87, 78)"
"(43, 6)"
"(84, 70)"
"(22, 50)"
"(34, 39)"
"(27, 69)"
"(32, 8)"
"(23, 21)"
"(0, 14)"
"(23, 68)"
"(49, 79)"
"(40, 10)"
"(83, 22)"
"(22, 74)"
"(69, 40)"
"(26, 4)"
"(53, 13)"
"(14, 69)"
"(0, 76)"
"(54, 9)"
"(31, 53)"
"(85, 51)"
"(26, 78)"
"(7, 32)"
"(65, 43)"
"(1, 73)"
"(19, 48)"
"(10, 64)"
"(48, 65)"
"(26, 28)"
"(24, 88)"
"(86, 7)"
"(76, 68)"
"(28, 30)"
"(59, 5)"
"(55, 19)"
"(69, 9)"
"(44, 11)"
"(50, 55)"
"(1, 19)"
"(68, 61)"
"(9, 38)"
"(52, 24)"
"(65, 82)"
"(57, 0)"
"(34, 35)"
"(14, 77)"
"(6, 17)"
"(13, 55)"
"(20, 72)"
"(60, 11)"
"(69, 10)"
"(61, 66)"
"(84, 29)"
"(89, 73)"
"(82, 78)"
"(58, 40)"
"(71, 35)"
"(52, 74)"
"(6, 9)"
"(81, 61)"
"(8, 46)"
"(72, 20)"
"(79, 73)"
"(65, 4)"
"(47, 71)"
"(83, 3)"
"(8, 73)"
"(39, 90)"
"(15, 21)"
"(7, 51)"
"(50, 43)"
"(17, 46)"
"(9, 81)"
"(32, 46)"
"(76, 55)"
"(39, 89)"
"(47, 75)"
"(29, 16)"
"(66, 87)"
"(33, 76)"
"(53, 87)"
"(81, 46)"
