"(7, 26)"
"(26, 20)"
"(41, 42)"
"(14, 23)"
"(29, 31)"
"(20, 5)"
"(21, 35)"
"(43, 22)"
"(11, 7)"
"(10, 7)"
"(6, 28)"
"(45, 2)"
"(12, 9)"
"(10, 8)"
"(9, 0)"
"(15, 50)"
"(25, 18)"
"(31, 38)"
"(1, 9)"
"(9, 22)"
"(4, 2)"
"(47, 49)"
"(52, 9)"
"(47, 19)"
"(4, 24)"
"(45, 41)"
"(41, 36)"
"(52, 20)"
"(2, 39)"
"(8, 29)"
"(55, 36)"
"(53, 19)"
"(28, 13)"
"(8, 28)"
"(33, 16)"
"(1, 13)"
"(50, 21)"
"(16, 34)"
"(41, 4)"
"(48, 20)"
"(42, 4)"
"(36, 28)"
"(4, 10)"
"(41, 28)"
"(41, 32)"
"(1, 54)"
"(9, 53)"
"(23, 47)"
"(54, 27)"
"(47, 41)"
"(43, 51)"
"(39, 11)"
"(22, 14)"
"(32, 5)"
"(41, 18)"
"(23, 48)"
"(6, 7)"
"(28, 35)"
"(22, 42)"
"(52, 21)"
"(51, 42)"
"(14, 24)"
"(27, 24)"
"(0, 42)"
"(55, 26)"
"(27, 9)"
"(38, 42)"
"(21, 23)"
"(45, 29)"
"(46, 45)"
"(5, 48)"
"(50, 19)"
"(20, 22)"
"(23, 9)"
"(34, 35)"
"(33, 3)"
"(45, 32)"
"(33, 9)"
"(31, 6)"
"(38, 16)"
"(6, 8)"
"(45, 4)"
"(55, 19)"
"(30, 15)"
"(3, 32)"
"(4, 34)"
"(33, 34)"
"(26, 52)"
"(38, 23)"
"(17, 4)"
"(54, 11)"
"(25, 41)"
"(1, 45)"
"(30, 38)"
"(23, 47)"
"(16, 53)"
"(33, 43)"
"(5, 46)"
"(11, 3)"
"(30, 14)"
