"(215, 92)"
"(169, 22)"
"(259, 167)"
"(100, 52)"
"(204, 104)"
"(55, 30)"
"(234, 111)"
"(185, 33)"
"(193, 133)"
"(232, 76)"
"(231, 203)"
"(114, 208)"
"(65, 184)"
"(38, 170)"
"(124, 119)"
"(65, 129)"
"(105, 158)"
"(238, 85)"
"(28, 92)"
"(95, 140)"
"(30, 226)"
"(228, 6)"
"(210, 253)"
"(130, 237)"
"(28, 12)"
"(254, 253)"
"(193, 258)"
"(152, 114)"
"(131, 82)"
"(182, 97)"
"(9, 250)"
"(50, 25)"
"(139, 143)"
"(256, 150)"
"(47, 166)"
"(53, 199)"
"(72, 227)"
"(6, 36)"
"(169, 191)"
"(58, 161)"
"(147, 99)"
"(193, 117)"
"(189, 187)"
"(224, 8)"
"(83, 246)"
"(118, 204)"
"(17, 207)"
"(185, 177)"
"(187, 228)"
"(187, 220)"
"(248, 7)"
"(105, 150)"
"(5, 241)"
"(61, 35)"
"(47, 173)"
"(53, 203)"
"(256, 224)"
"(136, 221)"
"(73, 170)"
"(85, 228)"
"(155, 35)"
"(60, 207)"
"(4, 256)"
"(237, 112)"
"(101, 34)"
"(247, 229)"
"(98, 84)"
"(135, 12)"
"(73, 15)"
"(184, 108)"
"(98, 255)"
"(182, 258)"
"(5, 203)"
"(162, 29)"
"(28, 106)"
"(203, 201)"
"(184, 244)"
"(189, 245)"
"(246, 255)"
"(74, 92)"
"(256, 64)"
"(180, 199)"
"(207, 67)"
"(63, 81)"
"(199, 199)"
"(102, 95)"
"(90, 154)"
"(16, 6)"
"(106, 199)"
"(101, 197)"
"(99, 108)"
"(27, 169)"
"(67, 95)"
"(90, 148)"
"(101, 229)"
"(168, 118)"
"(96, 139)"
"(140, 37)"
"(195, 54)"
"(221, 25)"
