"(11, 3)"
"(4, 1)"
"(8, 0)"
"(1, 12)"
"(3, 6)"
"(5, 11)"
"(10, 8)"
"(5, 0)"
"(2, 9)"
"(7, 5)"
"(9, 3)"
"(6, 9)"
"(3, 12)"
"(0, 8)"
"(11, 2)"
"(2, 0)"
"(10, 0)"
"(5, 7)"
"(0, 5)"
"(12, 8)"
"(12, 7)"
"(8, 12)"
"(7, 10)"
"(2, 11)"
"(3, 4)"
"(5, 4)"
"(2, 3)"
"(11, 5)"
"(12, 4)"
"(5, 2)"
"(12, 9)"
"(9, 5)"
"(11, 9)"
"(3, 11)"
"(8, 11)"
"(7, 4)"
"(9, 2)"
"(9, 8)"
"(6, 8)"
"(9, 3)"
"(1, 5)"
"(10, 8)"
"(0, 6)"
"(3, 5)"
"(12, 12)"
"(11, 4)"
"(2, 5)"
"(4, 5)"
"(0, 1)"
"(4, 3)"
"(11, 11)"
"(8, 11)"
"(11, 5)"
"(0, 0)"
"(2, 4)"
"(12, 5)"
"(12, 0)"
"(10, 12)"
"(4, 4)"
"(8, 12)"
"(5, 8)"
"(1, 0)"
"(6, 9)"
"(4, 6)"
"(8, 7)"
"(12, 8)"
"(5, 10)"
"(7, 9)"
"(5, 1)"
"(0, 0)"
"(9, 2)"
"(12, 0)"
"(9, 11)"
"(7, 5)"
"(0, 5)"
"(6, 4)"
"(9, 6)"
"(5, 6)"
"(10, 10)"
"(9, 1)"
"(9, 0)"
"(11, 4)"
"(6, 12)"
"(1, 12)"
"(11, 6)"
"(7, 3)"
"(7, 1)"
"(1, 8)"
"(0, 10)"
"(0, 10)"
"(10, 0)"
"(2, 4)"
"(1, 6)"
"(11, 12)"
"(1, 4)"
"(3, 5)"
"(8, 8)"
"(0, 11)"
"(7, 8)"
"(5, 7)"
