"(23,)"
"(30,)"
"(66,)"
"(44,)"
"(26,)"
"(13,)"
"(43,)"
"(40,)"
"(52,)"
"(6,)"
"(8,)"
"(59,)"
"(53,)"
"(21,)"
"(57,)"
"(44,)"
"(3,)"
"(15,)"
"(24,)"
"(15,)"
"(48,)"
"(3,)"
"(16,)"
"(4,)"
"(13,)"
"(19,)"
"(53,)"
"(29,)"
"(23,)"
"(65,)"
"(30,)"
"(4,)"
"(23,)"
"(18,)"
"(18,)"
"(28,)"
"(68,)"
"(68,)"
"(6,)"
"(37,)"
"(22,)"
"(42,)"
"(7,)"
"(27,)"
"(23,)"
"(30,)"
"(52,)"
"(22,)"
"(41,)"
"(26,)"
"(0,)"
"(14,)"
"(30,)"
"(57,)"
"(8,)"
"(0,)"
"(68,)"
"(38,)"
"(45,)"
"(12,)"
"(31,)"
"(8,)"
"(14,)"
"(33,)"
"(39,)"
"(29,)"
"(9,)"
"(21,)"
"(35,)"
"(18,)"
"(42,)"
"(53,)"
"(68,)"
"(13,)"
"(13,)"
"(53,)"
"(52,)"
"(65,)"
"(4,)"
"(17,)"
"(19,)"
"(54,)"
"(38,)"
"(50,)"
"(53,)"
"(29,)"
"(19,)"
"(11,)"
"(55,)"
"(22,)"
"(59,)"
"(66,)"
"(36,)"
"(33,)"
"(42,)"
"(48,)"
"(9,)"
"(36,)"
"(58,)"
"(62,)"
