"(20, 3, 8, 16)"
"(19, 17, 15, 8)"
"(21, 0, 5, 16)"
"(8, 9, 4, 8)"
"(15, 11, 11, 5)"
"(11, 9, 14, 8)"
"(4, 7, 4, 13)"
"(19, 15, 15, 6)"
"(12, 10, 11, 6)"
"(7, 2, 19, 11)"
"(4, 8, 16, 16)"
"(5, 12, 19, 16)"
"(4, 8, 8, 16)"
"(12, 15, 22, 17)"
"(0, 12, 12, 22)"
"(20, 4, 13, 5)"
"(16, 4, 21, 15)"
"(8, 20, 3, 17)"
"(11, 6, 2, 3)"
"(21, 21, 16, 20)"
"(21, 11, 12, 1)"
"(14, 20, 13, 14)"
"(19, 7, 8, 22)"
"(5, 2, 3, 14)"
"(9, 2, 3, 14)"
"(14, 11, 11, 7)"
"(2, 22, 19, 9)"
"(11, 3, 17, 9)"
"(15, 12, 4, 9)"
"(14, 6, 6, 3)"
"(3, 2, 17, 15)"
"(7, 8, 2, 18)"
"(7, 18, 3, 16)"
"(9, 15, 20, 4)"
"(4, 7, 5, 7)"
"(17, 22, 9, 14)"
"(20, 9, 13, 12)"
"(13, 2, 15, 8)"
"(2, 20, 15, 20)"
"(12, 1, 7, 15)"
"(6, 7, 4, 12)"
"(13, 13, 2, 5)"
"(6, 2, 20, 16)"
"(21, 12, 14, 19)"
"(7, 18, 22, 13)"
"(0, 21, 3, 19)"
"(2, 0, 16, 11)"
"(20, 17, 16, 14)"
"(3, 10, 10, 16)"
"(1, 15, 0, 21)"
"(5, 22, 12, 3)"
"(22, 13, 20, 2)"
"(6, 5, 10, 1)"
"(6, 8, 21, 7)"
"(13, 18, 3, 22)"
"(14, 0, 3, 9)"
"(20, 20, 7, 1)"
"(0, 19, 11, 20)"
"(4, 20, 2, 4)"
"(6, 4, 16, 14)"
"(15, 4, 13, 18)"
"(6, 9, 21, 13)"
"(8, 15, 16, 9)"
"(12, 20, 9, 1)"
"(2, 13, 21, 14)"
"(19, 10, 0, 16)"
"(13, 9, 9, 21)"
"(11, 11, 4, 1)"
"(14, 17, 1, 10)"
"(14, 11, 22, 3)"
"(13, 18, 14, 22)"
"(19, 10, 17, 1)"
"(18, 19, 11, 3)"
"(22, 21, 6, 14)"
"(10, 0, 7, 12)"
"(5, 5, 0, 15)"
"(6, 15, 16, 17)"
"(0, 10, 17, 16)"
"(20, 17, 6, 20)"
"(2, 19, 9, 12)"
"(5, 19, 15, 12)"
"(19, 16, 22, 19)"
"(12, 5, 16, 22)"
"(6, 11, 17, 16)"
"(19, 8, 2, 12)"
"(7, 5, 3, 6)"
"(5, 2, 4, 3)"
"(22, 21, 20, 16)"
"(1, 4, 3, 7)"
"(19, 6, 4, 5)"
"(7, 5, 19, 18)"
"(13, 8, 1, 2)"
"(15, 0, 21, 3)"
"(14, 3, 12, 16)"
"(0, 10, 13, 20)"
"(3, 4, 5, 0)"
"(20, 20, 4, 9)"
"(21, 5, 15, 21)"
"(19, 18, 20, 11)"
"(22, 9, 18, 3)"
