"(35, 10)"
"(42, 36)"
"(87, 49)"
"(55, 62)"
"(61, 4)"
"(71, 33)"
"(85, 70)"
"(43, 80)"
"(30, 71)"
"(89, 75)"
"(8, 0)"
"(74, 59)"
"(60, 78)"
"(37, 27)"
"(86, 32)"
"(14, 40)"
"(57, 20)"
"(15, 65)"
"(25, 18)"
"(22, 36)"
"(0, 59)"
"(88, 21)"
"(66, 79)"
"(70, 13)"
"(19, 10)"
"(88, 50)"
"(20, 4)"
"(44, 9)"
"(55, 83)"
"(17, 56)"
"(43, 74)"
"(88, 40)"
"(0, 80)"
"(87, 57)"
"(86, 64)"
"(51, 41)"
"(69, 16)"
"(60, 40)"
"(72, 43)"
"(30, 30)"
"(39, 45)"
"(4, 14)"
"(78, 58)"
"(62, 34)"
"(45, 78)"
"(24, 11)"
"(36, 19)"
"(9, 69)"
"(32, 53)"
"(43, 0)"
"(49, 88)"
"(27, 30)"
"(12, 85)"
"(70, 42)"
"(52, 8)"
"(90, 26)"
"(60, 73)"
"(39, 52)"
"(40, 30)"
"(86, 23)"
"(3, 77)"
"(86, 18)"
"(22, 69)"
"(12, 76)"
"(84, 24)"
"(9, 86)"
"(36, 65)"
"(24, 9)"
"(59, 6)"
"(74, 1)"
"(12, 59)"
"(36, 25)"
"(81, 13)"
"(10, 52)"
"(90, 26)"
"(55, 79)"
"(80, 25)"
"(21, 2)"
"(2, 5)"
"(79, 82)"
"(33, 33)"
"(37, 38)"
"(42, 29)"
"(86, 25)"
"(6, 37)"
"(76, 61)"
"(3, 60)"
"(34, 37)"
"(81, 66)"
"(27, 89)"
"(73, 71)"
"(84, 89)"
"(41, 28)"
"(62, 34)"
"(32, 61)"
"(66, 54)"
"(45, 78)"
"(86, 80)"
"(28, 88)"
"(86, 11)"
