"(257, 41)"
"(138, 149)"
"(141, 182)"
"(158, 152)"
"(0, 209)"
"(227, 228)"
"(138, 26)"
"(218, 95)"
"(219, 197)"
"(15, 130)"
"(168, 3)"
"(153, 118)"
"(17, 241)"
"(11, 160)"
"(25, 195)"
"(235, 57)"
"(126, 42)"
"(6, 244)"
"(212, 202)"
"(160, 41)"
"(155, 93)"
"(207, 72)"
"(9, 244)"
"(121, 243)"
"(208, 92)"
"(2, 94)"
"(136, 76)"
"(83, 76)"
"(86, 20)"
"(221, 245)"
"(137, 143)"
"(97, 10)"
"(242, 127)"
"(178, 202)"
"(149, 132)"
"(215, 14)"
"(116, 184)"
"(255, 25)"
"(91, 131)"
"(216, 41)"
"(70, 134)"
"(213, 230)"
"(74, 25)"
"(110, 180)"
"(239, 170)"
"(53, 222)"
"(82, 56)"
"(248, 2)"
"(193, 23)"
"(185, 58)"
"(163, 247)"
"(53, 182)"
"(107, 226)"
"(12, 219)"
"(77, 67)"
"(69, 202)"
"(244, 0)"
"(3, 168)"
"(143, 117)"
"(115, 203)"
"(246, 122)"
"(90, 22)"
"(162, 257)"
"(141, 110)"
"(130, 94)"
"(129, 222)"
"(183, 193)"
"(191, 105)"
"(249, 42)"
"(128, 84)"
"(233, 152)"
"(136, 56)"
"(92, 201)"
"(194, 88)"
"(136, 229)"
"(237, 181)"
"(118, 44)"
"(188, 30)"
"(120, 193)"
"(110, 77)"
"(37, 16)"
"(23, 257)"
"(160, 212)"
"(229, 108)"
"(245, 12)"
"(109, 242)"
"(130, 99)"
"(151, 219)"
"(225, 4)"
"(120, 220)"
"(176, 141)"
"(30, 213)"
"(123, 158)"
"(243, 79)"
"(33, 192)"
"(225, 70)"
"(243, 113)"
"(181, 94)"
"(255, 235)"
"(126, 139)"
