"(192, 135)"
"(185, 17)"
"(7, 148)"
"(133, 218)"
"(58, 9)"
"(8, 61)"
"(157, 194)"
"(229, 91)"
"(166, 95)"
"(193, 21)"
"(151, 26)"
"(155, 146)"
"(30, 125)"
"(165, 24)"
"(34, 32)"
"(161, 3)"
"(117, 138)"
"(78, 46)"
"(118, 231)"
"(125, 62)"
"(127, 8)"
"(124, 229)"
"(125, 215)"
"(4, 148)"
"(160, 54)"
"(48, 5)"
"(31, 2)"
"(226, 48)"
"(26, 70)"
"(155, 112)"
"(34, 214)"
"(42, 138)"
"(152, 49)"
"(61, 161)"
"(45, 140)"
"(8, 99)"
"(110, 98)"
"(208, 166)"
"(72, 227)"
"(223, 41)"
"(40, 240)"
"(82, 203)"
"(90, 133)"
"(143, 174)"
"(160, 106)"
"(112, 116)"
"(31, 170)"
"(104, 212)"
"(200, 18)"
"(156, 138)"
"(198, 158)"
"(146, 223)"
"(220, 130)"
"(235, 90)"
"(150, 198)"
"(179, 37)"
"(136, 0)"
"(13, 38)"
"(200, 21)"
"(69, 175)"
"(11, 20)"
"(26, 16)"
"(152, 32)"
"(56, 227)"
"(14, 200)"
"(51, 67)"
"(19, 178)"
"(160, 129)"
"(169, 208)"
"(38, 202)"
"(214, 219)"
"(195, 19)"
"(4, 121)"
"(139, 117)"
"(81, 136)"
"(31, 235)"
"(210, 92)"
"(89, 44)"
"(166, 12)"
"(76, 66)"
"(180, 109)"
"(108, 149)"
"(17, 68)"
"(213, 106)"
"(150, 18)"
"(234, 235)"
"(94, 120)"
"(120, 28)"
"(129, 111)"
"(95, 98)"
"(1, 187)"
"(219, 206)"
"(164, 88)"
"(49, 95)"
"(23, 42)"
"(7, 219)"
"(0, 213)"
"(155, 76)"
"(130, 9)"
"(113, 203)"
