"(43, 16)"
"(31, 9)"
"(18, 44)"
"(15, 31)"
"(11, 14)"
"(40, 36)"
"(20, 24)"
"(15, 4)"
"(32, 32)"
"(21, 12)"
"(8, 37)"
"(19, 25)"
"(20, 18)"
"(7, 7)"
"(3, 33)"
"(27, 27)"
"(23, 29)"
"(38, 25)"
"(15, 30)"
"(17, 32)"
"(26, 8)"
"(34, 31)"
"(34, 30)"
"(19, 6)"
"(32, 18)"
"(34, 40)"
"(15, 9)"
"(10, 42)"
"(29, 28)"
"(0, 43)"
"(35, 42)"
"(17, 25)"
"(11, 15)"
"(25, 18)"
"(3, 20)"
"(36, 10)"
"(7, 39)"
"(12, 17)"
"(41, 30)"
"(12, 7)"
"(34, 25)"
"(39, 5)"
"(17, 27)"
"(5, 29)"
"(6, 8)"
"(5, 21)"
"(8, 16)"
"(11, 3)"
"(20, 9)"
"(26, 11)"
"(1, 19)"
"(6, 2)"
"(31, 21)"
"(5, 24)"
"(10, 30)"
"(5, 15)"
"(30, 21)"
"(32, 20)"
"(36, 39)"
"(5, 11)"
"(17, 26)"
"(14, 18)"
"(2, 30)"
"(17, 30)"
"(18, 31)"
"(41, 2)"
"(44, 36)"
"(23, 5)"
"(30, 5)"
"(41, 12)"
"(8, 17)"
"(14, 38)"
"(4, 1)"
"(9, 14)"
"(4, 14)"
"(34, 21)"
"(24, 10)"
"(2, 26)"
"(6, 13)"
"(14, 3)"
"(24, 37)"
"(41, 14)"
"(4, 6)"
"(19, 30)"
"(13, 29)"
"(38, 5)"
"(5, 25)"
"(23, 18)"
"(34, 21)"
"(11, 0)"
"(31, 20)"
"(8, 16)"
"(17, 17)"
"(41, 18)"
"(38, 3)"
"(17, 11)"
"(27, 18)"
"(19, 32)"
"(22, 5)"
"(6, 40)"
