"(10, 19)"
"(99, 83)"
"(41, 98)"
"(56, 98)"
"(63, 39)"
"(31, 12)"
"(16, 63)"
"(18, 43)"
"(24, 24)"
"(42, 19)"
"(78, 93)"
"(84, 18)"
"(51, 58)"
"(1, 76)"
"(65, 23)"
"(101, 73)"
"(41, 66)"
"(14, 63)"
"(95, 26)"
"(46, 78)"
"(40, 101)"
"(100, 63)"
"(72, 73)"
"(106, 103)"
"(33, 64)"
"(67, 63)"
"(56, 96)"
"(18, 17)"
"(82, 82)"
"(6, 67)"
"(71, 32)"
"(43, 106)"
"(59, 11)"
"(34, 20)"
"(24, 92)"
"(12, 59)"
"(66, 59)"
"(74, 78)"
"(24, 23)"
"(28, 50)"
"(50, 67)"
"(65, 100)"
"(109, 94)"
"(86, 107)"
"(92, 49)"
"(62, 91)"
"(4, 60)"
"(48, 45)"
"(44, 92)"
"(68, 35)"
"(46, 2)"
"(67, 110)"
"(32, 104)"
"(73, 103)"
"(76, 53)"
"(38, 53)"
"(4, 39)"
"(7, 37)"
"(109, 3)"
"(64, 76)"
"(76, 102)"
"(30, 76)"
"(56, 56)"
"(66, 20)"
"(28, 52)"
"(37, 19)"
"(93, 95)"
"(21, 65)"
"(40, 103)"
"(64, 85)"
"(17, 7)"
"(21, 75)"
"(3, 47)"
"(110, 95)"
"(24, 82)"
"(1, 8)"
"(66, 74)"
"(68, 108)"
"(95, 17)"
"(66, 30)"
"(36, 12)"
"(65, 102)"
"(21, 96)"
"(48, 8)"
"(9, 107)"
"(64, 33)"
"(34, 106)"
"(43, 42)"
"(73, 34)"
"(0, 48)"
"(79, 12)"
"(63, 60)"
"(29, 44)"
"(21, 58)"
"(79, 97)"
"(57, 22)"
"(68, 78)"
"(96, 101)"
"(17, 14)"
"(66, 62)"
