"(136, 37)"
"(137, 101)"
"(137, 148)"
"(102, 143)"
"(73, 25)"
"(86, 104)"
"(45, 13)"
"(132, 52)"
"(49, 91)"
"(26, 20)"
"(111, 102)"
"(109, 34)"
"(5, 72)"
"(83, 145)"
"(74, 103)"
"(41, 9)"
"(148, 37)"
"(74, 22)"
"(7, 132)"
"(94, 7)"
"(50, 19)"
"(140, 99)"
"(122, 85)"
"(48, 19)"
"(128, 116)"
"(55, 90)"
"(33, 125)"
"(103, 134)"
"(29, 68)"
"(71, 49)"
"(14, 31)"
"(7, 81)"
"(26, 128)"
"(92, 139)"
"(85, 86)"
"(20, 47)"
"(117, 27)"
"(75, 40)"
"(19, 21)"
"(82, 148)"
"(59, 67)"
"(13, 91)"
"(56, 48)"
"(72, 55)"
"(8, 55)"
"(66, 74)"
"(113, 37)"
"(78, 89)"
"(47, 139)"
"(124, 4)"
"(16, 47)"
"(58, 2)"
"(65, 70)"
"(33, 100)"
"(97, 30)"
"(71, 101)"
"(65, 28)"
"(141, 94)"
"(77, 110)"
"(141, 28)"
"(113, 64)"
"(80, 7)"
"(31, 104)"
"(93, 25)"
"(15, 37)"
"(16, 145)"
"(31, 8)"
"(77, 32)"
"(25, 51)"
"(81, 118)"
"(16, 133)"
"(49, 5)"
"(144, 3)"
"(96, 63)"
"(119, 103)"
"(21, 66)"
"(63, 111)"
"(9, 25)"
"(95, 62)"
"(68, 82)"
"(116, 35)"
"(39, 72)"
"(37, 31)"
"(40, 12)"
"(48, 111)"
"(118, 109)"
"(19, 119)"
"(21, 91)"
"(40, 117)"
"(17, 44)"
"(133, 145)"
"(45, 34)"
"(13, 29)"
"(108, 5)"
"(74, 77)"
"(42, 34)"
"(141, 27)"
"(119, 131)"
"(107, 33)"
"(75, 65)"
