"(26,)"
"(8,)"
"(0,)"
"(10,)"
"(33,)"
"(14,)"
"(12,)"
"(16,)"
"(16,)"
"(17,)"
"(21,)"
"(34,)"
"(35,)"
"(14,)"
"(0,)"
"(21,)"
"(21,)"
"(30,)"
"(25,)"
"(23,)"
"(32,)"
"(24,)"
"(2,)"
"(32,)"
"(18,)"
"(17,)"
"(37,)"
"(12,)"
"(11,)"
"(29,)"
"(11,)"
"(7,)"
"(31,)"
"(23,)"
"(24,)"
"(29,)"
"(11,)"
"(34,)"
"(20,)"
"(37,)"
"(16,)"
"(19,)"
"(0,)"
"(34,)"
"(22,)"
"(22,)"
"(0,)"
"(25,)"
"(25,)"
"(21,)"
"(11,)"
"(9,)"
"(6,)"
"(31,)"
"(11,)"
"(16,)"
"(37,)"
"(32,)"
"(14,)"
"(31,)"
"(16,)"
"(23,)"
"(17,)"
"(23,)"
"(31,)"
"(31,)"
"(4,)"
"(10,)"
"(8,)"
"(30,)"
"(4,)"
"(9,)"
"(34,)"
"(0,)"
"(34,)"
"(8,)"
"(23,)"
"(9,)"
"(1,)"
"(4,)"
"(22,)"
"(32,)"
"(17,)"
"(30,)"
"(10,)"
"(36,)"
"(37,)"
"(24,)"
"(19,)"
"(22,)"
"(27,)"
"(0,)"
"(30,)"
"(29,)"
"(13,)"
"(23,)"
"(30,)"
"(11,)"
"(35,)"
"(37,)"
