"(73,)"
"(151,)"
"(6,)"
"(194,)"
"(194,)"
"(193,)"
"(228,)"
"(240,)"
"(1,)"
"(102,)"
"(261,)"
"(226,)"
"(250,)"
"(162,)"
"(148,)"
"(4,)"
"(287,)"
"(291,)"
"(55,)"
"(171,)"
"(90,)"
"(264,)"
"(49,)"
"(122,)"
"(19,)"
"(257,)"
"(39,)"
"(147,)"
"(208,)"
"(134,)"
"(278,)"
"(271,)"
"(295,)"
"(45,)"
"(73,)"
"(183,)"
"(287,)"
"(111,)"
"(241,)"
"(225,)"
"(118,)"
"(7,)"
"(69,)"
"(186,)"
"(95,)"
"(292,)"
"(280,)"
"(31,)"
"(171,)"
"(99,)"
"(277,)"
"(131,)"
"(264,)"
"(243,)"
"(212,)"
"(259,)"
"(100,)"
"(96,)"
"(250,)"
"(81,)"
"(136,)"
"(241,)"
"(3,)"
"(152,)"
"(147,)"
"(241,)"
"(112,)"
"(81,)"
"(267,)"
"(170,)"
"(177,)"
"(229,)"
"(141,)"
"(183,)"
"(228,)"
"(65,)"
"(273,)"
"(163,)"
"(34,)"
"(62,)"
"(152,)"
"(218,)"
"(14,)"
"(153,)"
"(276,)"
"(135,)"
"(93,)"
"(154,)"
"(105,)"
"(200,)"
"(94,)"
"(178,)"
"(15,)"
"(176,)"
"(254,)"
"(248,)"
"(30,)"
"(212,)"
"(157,)"
"(266,)"
