"(6, 0, 18)"
"(3, 5, 10)"
"(19, 20, 0)"
"(19, 17, 14)"
"(13, 11, 12)"
"(4, 13, 7)"
"(16, 2, 0)"
"(7, 11, 20)"
"(12, 3, 14)"
"(10, 5, 19)"
"(1, 17, 6)"
"(14, 7, 14)"
"(7, 10, 3)"
"(18, 13, 18)"
"(7, 8, 15)"
"(11, 14, 14)"
"(3, 15, 19)"
"(10, 0, 14)"
"(1, 8, 8)"
"(3, 9, 12)"
"(13, 19, 14)"
"(1, 18, 18)"
"(13, 13, 10)"
"(1, 20, 6)"
"(18, 12, 3)"
"(18, 9, 11)"
"(18, 14, 2)"
"(15, 1, 3)"
"(16, 7, 6)"
"(17, 15, 2)"
"(7, 15, 18)"
"(3, 0, 11)"
"(3, 7, 8)"
"(17, 18, 6)"
"(1, 15, 1)"
"(12, 16, 13)"
"(20, 1, 9)"
"(5, 7, 13)"
"(3, 1, 4)"
"(4, 15, 4)"
"(12, 8, 18)"
"(20, 6, 15)"
"(19, 13, 5)"
"(0, 15, 10)"
"(8, 8, 8)"
"(1, 10, 8)"
"(10, 18, 19)"
"(19, 13, 18)"
"(17, 9, 13)"
"(7, 2, 0)"
"(5, 16, 7)"
"(14, 5, 7)"
"(6, 9, 0)"
"(14, 16, 13)"
"(10, 12, 11)"
"(7, 17, 3)"
"(0, 4, 13)"
"(15, 15, 6)"
"(14, 19, 12)"
"(17, 4, 5)"
"(11, 8, 6)"
"(18, 1, 13)"
"(4, 3, 18)"
"(6, 1, 20)"
"(16, 16, 18)"
"(5, 17, 2)"
"(16, 15, 13)"
"(19, 13, 15)"
"(0, 20, 13)"
"(4, 5, 12)"
"(5, 16, 19)"
"(13, 17, 12)"
"(17, 13, 19)"
"(13, 16, 20)"
"(7, 0, 7)"
"(1, 0, 17)"
"(14, 20, 17)"
"(10, 15, 5)"
"(10, 9, 13)"
"(6, 6, 11)"
"(15, 12, 4)"
"(7, 2, 3)"
"(5, 12, 4)"
"(13, 11, 7)"
"(11, 15, 1)"
"(6, 9, 17)"
"(14, 10, 15)"
"(13, 9, 9)"
"(6, 18, 11)"
"(18, 20, 9)"
"(17, 16, 18)"
"(14, 18, 6)"
"(11, 6, 8)"
"(18, 16, 5)"
"(13, 0, 13)"
"(4, 12, 12)"
"(18, 19, 6)"
"(2, 13, 20)"
"(1, 12, 15)"
"(19, 8, 11)"
