"(22, 38, 34, 2)"
"(15, 23, 5, 7)"
"(0, 43, 21, 5)"
"(3, 25, 44, 9)"
"(22, 31, 34, 8)"
"(21, 28, 31, 20)"
"(40, 15, 37, 4)"
"(46, 26, 12, 17)"
"(18, 0, 35, 44)"
"(34, 32, 28, 27)"
"(3, 1, 40, 15)"
"(23, 37, 35, 14)"
"(27, 0, 3, 28)"
"(30, 10, 4, 8)"
"(43, 45, 22, 23)"
"(46, 20, 25, 42)"
"(1, 40, 21, 7)"
"(29, 22, 2, 38)"
"(24, 45, 29, 13)"
"(26, 4, 22, 37)"
"(5, 10, 24, 42)"
"(32, 35, 41, 27)"
"(32, 34, 4, 44)"
"(30, 46, 11, 20)"
"(40, 3, 8, 28)"
"(24, 20, 11, 0)"
"(43, 40, 13, 38)"
"(22, 23, 34, 40)"
"(44, 26, 28, 23)"
"(31, 41, 2, 44)"
"(26, 4, 29, 38)"
"(3, 26, 23, 22)"
"(15, 33, 37, 4)"
"(5, 13, 23, 16)"
"(31, 46, 33, 13)"
"(13, 35, 24, 27)"
"(15, 22, 32, 9)"
"(6, 13, 25, 9)"
"(44, 29, 23, 14)"
"(12, 40, 4, 41)"
"(16, 42, 1, 41)"
"(29, 9, 28, 23)"
"(45, 1, 8, 7)"
"(1, 13, 16, 18)"
"(8, 18, 7, 10)"
"(31, 7, 25, 21)"
"(39, 24, 5, 32)"
"(31, 14, 3, 42)"
"(32, 28, 36, 39)"
"(24, 8, 19, 26)"
"(40, 25, 2, 27)"
"(8, 30, 11, 35)"
"(30, 16, 0, 2)"
"(39, 10, 5, 13)"
"(3, 6, 9, 22)"
"(9, 10, 16, 31)"
"(46, 18, 22, 4)"
"(7, 25, 1, 10)"
"(41, 9, 37, 15)"
"(12, 16, 31, 6)"
"(34, 45, 5, 15)"
"(25, 7, 1, 12)"
"(12, 16, 17, 7)"
"(32, 0, 13, 20)"
"(40, 33, 21, 36)"
"(8, 10, 41, 25)"
"(12, 18, 28, 33)"
"(44, 6, 35, 17)"
"(19, 17, 25, 13)"
"(21, 17, 4, 35)"
"(4, 10, 29, 41)"
"(23, 2, 0, 33)"
"(20, 46, 13, 5)"
"(39, 7, 35, 18)"
"(23, 8, 11, 44)"
"(46, 46, 6, 35)"
"(15, 9, 19, 26)"
"(44, 21, 16, 15)"
"(14, 19, 30, 5)"
"(14, 9, 39, 36)"
"(27, 43, 18, 23)"
"(35, 16, 11, 17)"
"(9, 23, 26, 21)"
"(43, 23, 7, 7)"
"(33, 30, 19, 38)"
"(35, 34, 17, 24)"
"(35, 35, 42, 45)"
"(33, 40, 7, 17)"
"(29, 9, 9, 30)"
"(45, 27, 17, 40)"
"(44, 9, 45, 25)"
"(11, 24, 16, 20)"
"(30, 34, 25, 14)"
"(6, 41, 6, 25)"
"(13, 34, 6, 3)"
"(7, 11, 21, 15)"
"(25, 0, 22, 21)"
"(17, 34, 3, 36)"
"(10, 4, 35, 26)"
"(19, 1, 45, 35)"
