"(25, 15, 26, 40)"
"(13, 37, 29, 29)"
"(30, 40, 18, 9)"
"(23, 42, 1, 11)"
"(23, 9, 41, 36)"
"(37, 40, 5, 31)"
"(7, 11, 18, 7)"
"(3, 33, 23, 34)"
"(4, 38, 21, 13)"
"(16, 29, 0, 31)"
"(13, 10, 3, 21)"
"(28, 21, 12, 25)"
"(34, 5, 19, 42)"
"(28, 9, 2, 15)"
"(0, 12, 29, 10)"
"(14, 10, 4, 40)"
"(23, 2, 8, 3)"
"(26, 28, 8, 27)"
"(20, 18, 14, 24)"
"(11, 41, 11, 19)"
"(26, 39, 33, 27)"
"(19, 40, 38, 17)"
"(21, 8, 35, 6)"
"(14, 33, 9, 26)"
"(34, 3, 23, 26)"
"(31, 33, 10, 3)"
"(36, 16, 9, 29)"
"(39, 20, 30, 2)"
"(34, 5, 29, 19)"
"(18, 35, 32, 25)"
"(27, 32, 34, 31)"
"(18, 2, 9, 25)"
"(7, 23, 34, 1)"
"(8, 14, 7, 13)"
"(24, 1, 7, 31)"
"(18, 33, 20, 38)"
"(40, 17, 35, 37)"
"(37, 28, 2, 2)"
"(38, 22, 27, 18)"
"(19, 30, 24, 15)"
"(18, 20, 31, 2)"
"(8, 32, 40, 9)"
"(40, 11, 10, 31)"
"(27, 41, 36, 16)"
"(16, 27, 11, 4)"
"(39, 37, 1, 10)"
"(32, 17, 15, 4)"
"(42, 29, 23, 36)"
"(38, 20, 19, 7)"
"(40, 2, 27, 1)"
"(16, 35, 28, 27)"
"(4, 25, 17, 37)"
"(41, 4, 28, 38)"
"(36, 27, 39, 4)"
"(11, 5, 42, 40)"
"(24, 26, 28, 40)"
"(42, 4, 1, 2)"
"(20, 3, 35, 18)"
"(1, 29, 12, 7)"
"(42, 5, 31, 26)"
"(7, 10, 4, 8)"
"(14, 37, 33, 15)"
"(22, 6, 29, 34)"
"(39, 33, 20, 5)"
"(41, 16, 26, 24)"
"(0, 22, 19, 14)"
"(28, 12, 13, 16)"
"(4, 18, 15, 41)"
"(35, 28, 10, 5)"
"(19, 12, 19, 34)"
"(35, 2, 5, 13)"
"(38, 27, 9, 14)"
"(3, 17, 16, 10)"
"(8, 22, 31, 35)"
"(38, 33, 6, 32)"
"(4, 12, 29, 15)"
"(14, 3, 23, 0)"
"(31, 39, 42, 19)"
"(30, 3, 9, 25)"
"(0, 28, 19, 36)"
"(18, 34, 37, 34)"
"(25, 37, 20, 40)"
"(15, 34, 2, 41)"
"(5, 8, 2, 30)"
"(19, 1, 24, 22)"
"(3, 24, 28, 11)"
"(31, 12, 11, 30)"
"(8, 12, 33, 23)"
"(0, 14, 17, 1)"
"(19, 17, 15, 5)"
"(10, 27, 0, 11)"
"(11, 2, 24, 32)"
"(19, 38, 7, 36)"
"(10, 26, 5, 12)"
"(4, 6, 18, 1)"
"(19, 37, 34, 2)"
"(13, 20, 16, 0)"
"(24, 23, 23, 2)"
"(2, 16, 19, 15)"
"(11, 0, 14, 6)"
