"(162, 257, 118, 66)"
"(252, 67, 223, 25)"
"(17, 127, 282, 281)"
"(224, 200, 115, 35)"
"(149, 10, 132, 155)"
"(185, 74, 66, 202)"
"(197, 164, 0, 124)"
"(33, 127, 145, 209)"
"(30, 232, 12, 81)"
"(263, 145, 112, 257)"
"(268, 149, 231, 174)"
"(287, 258, 162, 43)"
"(213, 249, 115, 162)"
"(288, 46, 25, 42)"
"(42, 97, 105, 231)"
"(103, 281, 159, 282)"
"(194, 78, 234, 190)"
"(2, 95, 267, 122)"
"(123, 86, 215, 93)"
"(125, 116, 1, 176)"
"(220, 247, 119, 94)"
"(33, 285, 235, 242)"
"(276, 146, 178, 133)"
"(278, 126, 100, 245)"
"(25, 248, 233, 174)"
"(231, 126, 117, 221)"
"(181, 92, 77, 143)"
"(141, 65, 195, 27)"
"(238, 1, 18, 235)"
"(150, 112, 28, 171)"
"(211, 270, 167, 78)"
"(19, 46, 88, 196)"
"(248, 63, 73, 168)"
"(13, 211, 84, 2)"
"(66, 100, 117, 196)"
"(170, 7, 202, 88)"
"(33, 267, 129, 283)"
"(126, 16, 70, 260)"
"(79, 253, 189, 273)"
"(24, 237, 97, 178)"
"(188, 203, 24, 217)"
"(129, 275, 228, 33)"
"(99, 231, 256, 82)"
"(181, 183, 208, 7)"
"(25, 84, 101, 67)"
"(111, 230, 116, 173)"
"(0, 162, 205, 233)"
"(46, 17, 81, 200)"
"(115, 204, 224, 98)"
"(186, 128, 99, 176)"
"(13, 30, 207, 12)"
"(249, 29, 59, 30)"
"(20, 271, 99, 191)"
"(120, 187, 182, 153)"
"(94, 223, 5, 160)"
"(62, 103, 231, 160)"
"(24, 3, 2, 254)"
"(107, 117, 19, 41)"
"(17, 62, 90, 274)"
"(30, 152, 28, 147)"
"(137, 20, 184, 139)"
"(71, 84, 118, 240)"
"(233, 182, 54, 265)"
"(153, 51, 22, 267)"
"(125, 250, 207, 152)"
"(143, 57, 131, 204)"
"(281, 200, 115, 213)"
"(3, 234, 209, 89)"
"(227, 278, 272, 242)"
"(18, 261, 122, 158)"
"(97, 147, 236, 177)"
"(60, 168, 62, 44)"
"(14, 286, 130, 260)"
"(229, 182, 260, 90)"
"(227, 26, 13, 37)"
"(68, 9, 131, 0)"
"(68, 128, 267, 228)"
"(176, 167, 245, 13)"
"(20, 34, 268, 26)"
"(159, 32, 135, 225)"
"(149, 147, 250, 227)"
"(115, 112, 267, 152)"
"(263, 158, 18, 66)"
"(230, 219, 95, 2)"
"(144, 98, 61, 91)"
"(181, 279, 5, 224)"
"(1, 127, 108, 123)"
"(86, 41, 269, 284)"
"(226, 166, 241, 173)"
"(4, 99, 254, 232)"
"(213, 60, 74, 47)"
"(67, 253, 77, 133)"
"(76, 134, 139, 172)"
"(27, 152, 16, 106)"
"(9, 113, 90, 79)"
"(102, 11, 262, 159)"
"(154, 213, 70, 82)"
"(121, 180, 83, 55)"
"(77, 13, 26, 218)"
"(32, 183, 7, 241)"
