"(42, 31, 38, 30)"
"(35, 8, 7, 37)"
"(8, 2, 20, 18)"
"(28, 6, 21, 40)"
"(8, 15, 41, 1)"
"(9, 16, 9, 0)"
"(25, 30, 32, 3)"
"(26, 13, 19, 25)"
"(27, 42, 31, 11)"
"(9, 3, 3, 22)"
"(29, 7, 27, 22)"
"(5, 32, 37, 40)"
"(33, 16, 40, 21)"
"(7, 16, 7, 33)"
"(1, 8, 23, 17)"
"(18, 36, 26, 11)"
"(33, 41, 17, 41)"
"(7, 41, 23, 5)"
"(9, 29, 17, 18)"
"(18, 12, 37, 38)"
"(26, 10, 11, 16)"
"(25, 16, 30, 42)"
"(34, 22, 27, 30)"
"(12, 38, 34, 0)"
"(22, 30, 12, 1)"
"(20, 8, 5, 20)"
"(4, 18, 20, 36)"
"(39, 3, 23, 30)"
"(15, 16, 40, 30)"
"(19, 15, 37, 2)"
"(0, 19, 12, 10)"
"(4, 26, 25, 16)"
"(22, 34, 12, 14)"
"(5, 2, 31, 4)"
"(0, 27, 21, 24)"
"(30, 27, 34, 40)"
"(40, 17, 10, 37)"
"(25, 4, 41, 35)"
"(35, 1, 24, 23)"
"(16, 27, 31, 6)"
"(12, 20, 1, 3)"
"(34, 16, 5, 4)"
"(35, 27, 8, 30)"
"(9, 20, 41, 34)"
"(19, 8, 36, 15)"
"(33, 7, 38, 17)"
"(19, 31, 29, 29)"
"(35, 36, 24, 19)"
"(29, 30, 22, 9)"
"(34, 11, 5, 25)"
"(1, 12, 30, 18)"
"(3, 9, 17, 17)"
"(12, 36, 1, 14)"
"(32, 1, 3, 15)"
"(16, 15, 23, 22)"
"(24, 18, 16, 12)"
"(15, 36, 19, 7)"
"(10, 20, 25, 34)"
"(24, 17, 39, 19)"
"(32, 19, 18, 1)"
"(26, 15, 19, 23)"
"(36, 8, 21, 16)"
"(19, 14, 1, 0)"
"(13, 13, 24, 27)"
"(30, 15, 10, 22)"
"(21, 23, 34, 31)"
"(41, 6, 36, 27)"
"(4, 14, 1, 25)"
"(25, 13, 5, 17)"
"(15, 6, 25, 32)"
"(19, 26, 2, 42)"
"(24, 34, 4, 36)"
"(28, 42, 13, 40)"
"(15, 35, 31, 31)"
"(31, 18, 14, 5)"
"(34, 28, 1, 25)"
"(27, 31, 27, 7)"
"(15, 42, 31, 1)"
"(17, 6, 1, 28)"
"(34, 25, 9, 13)"
"(40, 30, 26, 7)"
"(6, 18, 37, 31)"
"(8, 9, 19, 18)"
"(8, 15, 18, 5)"
"(7, 42, 6, 36)"
"(28, 10, 16, 24)"
"(0, 38, 10, 24)"
"(7, 17, 39, 0)"
"(20, 42, 0, 25)"
"(26, 2, 4, 42)"
"(22, 29, 25, 27)"
"(30, 33, 6, 4)"
"(10, 3, 4, 21)"
"(25, 16, 39, 16)"
"(10, 39, 33, 8)"
"(2, 28, 22, 20)"
"(22, 27, 39, 37)"
"(5, 1, 19, 27)"
"(5, 7, 1, 12)"
"(30, 2, 41, 8)"
