"(18, 10)"
"(38, 16)"
"(9, 34)"
"(33, 34)"
"(15, 1)"
"(6, 42)"
"(22, 26)"
"(42, 0)"
"(17, 6)"
"(14, 37)"
"(42, 21)"
"(29, 28)"
"(24, 5)"
"(35, 23)"
"(9, 18)"
"(36, 36)"
"(33, 34)"
"(28, 12)"
"(38, 22)"
"(39, 28)"
"(4, 36)"
"(5, 1)"
"(33, 3)"
"(25, 15)"
"(22, 21)"
"(15, 24)"
"(4, 1)"
"(20, 26)"
"(4, 11)"
"(37, 34)"
"(39, 31)"
"(0, 18)"
"(4, 41)"
"(32, 42)"
"(6, 28)"
"(0, 5)"
"(3, 26)"
"(12, 23)"
"(1, 29)"
"(39, 0)"
"(11, 25)"
"(37, 2)"
"(28, 33)"
"(32, 20)"
"(27, 13)"
"(16, 0)"
"(0, 26)"
"(37, 27)"
"(14, 28)"
"(20, 12)"
"(8, 26)"
"(37, 27)"
"(1, 2)"
"(36, 33)"
"(26, 27)"
"(37, 26)"
"(1, 9)"
"(19, 22)"
"(2, 5)"
"(4, 26)"
"(21, 41)"
"(24, 27)"
"(35, 42)"
"(7, 27)"
"(7, 38)"
"(31, 23)"
"(1, 5)"
"(36, 4)"
"(9, 22)"
"(21, 34)"
"(13, 16)"
"(25, 35)"
"(0, 20)"
"(31, 3)"
"(31, 35)"
"(25, 39)"
"(36, 27)"
"(24, 33)"
"(6, 42)"
"(41, 29)"
"(9, 20)"
"(34, 22)"
"(0, 9)"
"(41, 15)"
"(2, 3)"
"(32, 14)"
"(27, 13)"
"(33, 31)"
"(12, 12)"
"(39, 36)"
"(34, 1)"
"(38, 3)"
"(24, 22)"
"(42, 42)"
"(32, 12)"
"(17, 9)"
"(19, 8)"
"(25, 0)"
"(22, 5)"
"(12, 38)"
