"(31, 33, 10, 19, 27)"
"(28, 26, 35, 16, 2)"
"(14, 18, 6, 30, 33)"
"(3, 33, 12, 11, 18)"
"(15, 16, 21, 27, 16)"
"(17, 6, 26, 31, 18)"
"(25, 23, 35, 20, 8)"
"(30, 1, 34, 18, 15)"
"(26, 10, 35, 30, 10)"
"(27, 8, 34, 4, 17)"
"(7, 34, 28, 26, 17)"
"(21, 20, 20, 3, 22)"
"(17, 14, 29, 0, 14)"
"(6, 33, 27, 24, 9)"
"(25, 10, 21, 22, 10)"
"(15, 16, 11, 0, 18)"
"(18, 11, 33, 31, 27)"
"(24, 32, 10, 2, 27)"
"(27, 14, 35, 20, 33)"
"(18, 24, 3, 22, 10)"
"(1, 27, 22, 3, 11)"
"(9, 4, 14, 13, 26)"
"(16, 33, 31, 17, 34)"
"(2, 32, 33, 34, 25)"
"(17, 28, 13, 25, 8)"
"(25, 9, 34, 20, 24)"
"(2, 29, 26, 8, 33)"
"(15, 13, 12, 16, 11)"
"(17, 22, 16, 18, 20)"
"(26, 33, 16, 1, 25)"
"(5, 35, 33, 16, 14)"
"(16, 27, 3, 22, 16)"
"(1, 8, 8, 23, 17)"
"(9, 29, 33, 33, 5)"
"(30, 20, 5, 25, 10)"
"(15, 20, 23, 13, 31)"
"(31, 8, 34, 14, 13)"
"(9, 6, 22, 23, 20)"
"(19, 29, 26, 33, 35)"
"(16, 0, 16, 14, 8)"
"(2, 23, 9, 6, 25)"
"(28, 33, 16, 19, 4)"
"(8, 17, 15, 16, 14)"
"(31, 23, 8, 0, 25)"
"(18, 29, 33, 8, 14)"
"(19, 14, 34, 31, 3)"
"(13, 9, 10, 30, 11)"
"(6, 31, 4, 29, 24)"
"(7, 26, 22, 24, 11)"
"(21, 26, 8, 29, 26)"
"(15, 8, 19, 34, 16)"
"(31, 6, 32, 34, 25)"
"(18, 6, 10, 23, 20)"
"(8, 19, 8, 25, 35)"
"(26, 23, 3, 30, 24)"
"(1, 15, 23, 21, 4)"
"(20, 2, 17, 34, 30)"
"(9, 21, 21, 29, 22)"
"(8, 29, 25, 0, 28)"
"(14, 0, 0, 18, 22)"
"(20, 13, 13, 33, 29)"
"(5, 22, 29, 35, 32)"
"(1, 22, 12, 22, 23)"
"(5, 0, 27, 29, 24)"
"(10, 6, 27, 5, 33)"
"(33, 27, 5, 22, 13)"
"(31, 0, 27, 2, 25)"
"(31, 8, 8, 22, 35)"
"(20, 2, 4, 22, 8)"
"(23, 14, 23, 26, 14)"
"(10, 31, 18, 14, 17)"
"(23, 13, 16, 2, 15)"
"(9, 1, 28, 25, 30)"
"(22, 9, 29, 5, 28)"
"(23, 21, 2, 14, 15)"
"(24, 27, 26, 18, 21)"
"(30, 21, 16, 20, 34)"
"(11, 12, 1, 17, 18)"
"(19, 24, 6, 34, 10)"
"(11, 21, 7, 9, 23)"
"(20, 26, 7, 17, 27)"
"(0, 32, 23, 28, 11)"
"(16, 17, 30, 20, 17)"
"(32, 28, 27, 28, 26)"
"(14, 13, 2, 14, 4)"
"(30, 5, 16, 27, 33)"
"(29, 0, 19, 5, 27)"
"(18, 21, 33, 11, 9)"
"(18, 27, 16, 8, 27)"
"(8, 7, 7, 0, 13)"
"(19, 9, 14, 27, 13)"
"(22, 27, 31, 2, 20)"
"(28, 34, 21, 27, 4)"
"(33, 34, 34, 10, 1)"
"(18, 32, 16, 30, 2)"
"(2, 26, 22, 35, 26)"
"(33, 26, 7, 27, 29)"
"(6, 4, 14, 33, 33)"
"(21, 11, 26, 29, 12)"
"(18, 6, 3, 27, 28)"
