"(13, 12, 31, 13, 10)"
"(29, 6, 29, 10, 29)"
"(10, 30, 28, 29, 30)"
"(18, 31, 12, 31, 19)"
"(4, 19, 32, 30, 1)"
"(25, 19, 0, 14, 35)"
"(12, 32, 23, 26, 4)"
"(1, 9, 1, 17, 4)"
"(35, 31, 32, 0, 4)"
"(28, 4, 8, 19, 11)"
"(26, 7, 33, 27, 32)"
"(35, 26, 4, 33, 26)"
"(11, 2, 26, 18, 35)"
"(12, 9, 22, 25, 4)"
"(17, 6, 28, 17, 21)"
"(6, 26, 12, 16, 2)"
"(8, 19, 6, 13, 4)"
"(19, 25, 0, 20, 5)"
"(32, 10, 10, 24, 1)"
"(4, 26, 28, 20, 16)"
"(32, 21, 29, 0, 34)"
"(1, 1, 6, 32, 14)"
"(20, 29, 22, 25, 23)"
"(32, 23, 0, 2, 5)"
"(2, 21, 34, 23, 35)"
"(5, 9, 19, 2, 8)"
"(20, 18, 11, 30, 17)"
"(19, 5, 30, 13, 22)"
"(8, 15, 7, 2, 21)"
"(22, 8, 14, 16, 13)"
"(20, 17, 12, 18, 10)"
"(2, 28, 10, 32, 9)"
"(21, 5, 5, 18, 30)"
"(19, 1, 3, 11, 4)"
"(19, 17, 31, 24, 10)"
"(4, 12, 16, 35, 21)"
"(14, 35, 19, 30, 13)"
"(17, 26, 29, 6, 21)"
"(5, 32, 15, 4, 8)"
"(6, 33, 6, 28, 11)"
"(32, 25, 0, 34, 8)"
"(12, 7, 3, 3, 4)"
"(20, 34, 2, 9, 34)"
"(10, 30, 31, 28, 12)"
"(16, 31, 7, 15, 15)"
"(23, 8, 4, 34, 17)"
"(29, 22, 3, 17, 12)"
"(14, 25, 0, 33, 21)"
"(34, 10, 4, 11, 27)"
"(5, 3, 21, 11, 0)"
"(13, 20, 5, 6, 24)"
"(12, 11, 1, 18, 8)"
"(34, 18, 29, 4, 10)"
"(6, 4, 14, 19, 28)"
"(12, 25, 25, 18, 26)"
"(17, 30, 10, 8, 10)"
"(3, 12, 27, 26, 28)"
"(27, 20, 2, 7, 3)"
"(19, 32, 28, 6, 1)"
"(30, 24, 19, 4, 12)"
"(16, 1, 5, 20, 31)"
"(22, 26, 2, 31, 18)"
"(16, 9, 22, 30, 7)"
"(33, 25, 15, 30, 10)"
"(6, 11, 5, 13, 33)"
"(26, 22, 23, 7, 24)"
"(10, 24, 7, 21, 9)"
"(6, 10, 33, 7, 28)"
"(18, 20, 13, 12, 4)"
"(26, 9, 21, 19, 1)"
"(9, 16, 9, 10, 32)"
"(32, 23, 4, 13, 14)"
"(8, 8, 1, 17, 1)"
"(12, 20, 1, 35, 18)"
"(14, 13, 0, 26, 29)"
"(4, 32, 14, 21, 30)"
"(2, 31, 33, 28, 17)"
"(30, 5, 5, 23, 33)"
"(11, 0, 15, 33, 22)"
"(24, 12, 8, 29, 23)"
"(29, 21, 16, 21, 27)"
"(26, 8, 24, 10, 31)"
"(25, 23, 6, 5, 10)"
"(4, 0, 3, 30, 22)"
"(24, 17, 1, 6, 30)"
"(6, 6, 20, 0, 27)"
"(18, 27, 25, 27, 9)"
"(19, 16, 5, 1, 35)"
"(6, 0, 12, 21, 19)"
"(35, 6, 0, 20, 30)"
"(13, 10, 5, 16, 31)"
"(33, 21, 12, 33, 19)"
"(22, 5, 29, 11, 19)"
"(14, 13, 29, 35, 13)"
"(3, 31, 31, 27, 30)"
"(34, 25, 7, 24, 17)"
"(12, 1, 12, 24, 15)"
"(1, 28, 4, 16, 16)"
"(30, 17, 19, 14, 6)"
"(30, 7, 0, 34, 11)"
