"(91,)"
"(52,)"
"(56,)"
"(79,)"
"(17,)"
"(34,)"
"(47,)"
"(16,)"
"(3,)"
"(5,)"
"(13,)"
"(25,)"
"(52,)"
"(52,)"
"(65,)"
"(74,)"
"(88,)"
"(71,)"
"(25,)"
"(61,)"
"(61,)"
"(65,)"
"(23,)"
"(18,)"
"(14,)"
"(67,)"
"(14,)"
"(16,)"
"(19,)"
"(68,)"
"(19,)"
"(38,)"
"(10,)"
"(80,)"
"(11,)"
"(72,)"
"(16,)"
"(36,)"
"(72,)"
"(80,)"
"(91,)"
"(85,)"
"(9,)"
"(53,)"
"(90,)"
"(27,)"
"(69,)"
"(67,)"
"(23,)"
"(50,)"
"(34,)"
"(55,)"
"(51,)"
"(33,)"
"(50,)"
"(38,)"
"(5,)"
"(37,)"
"(5,)"
"(83,)"
"(38,)"
"(68,)"
"(90,)"
"(32,)"
"(20,)"
"(54,)"
"(49,)"
"(89,)"
"(90,)"
"(66,)"
"(9,)"
"(74,)"
"(52,)"
"(82,)"
"(3,)"
"(17,)"
"(43,)"
"(81,)"
"(46,)"
"(59,)"
"(51,)"
"(47,)"
"(61,)"
"(33,)"
"(29,)"
"(39,)"
"(30,)"
"(30,)"
"(71,)"
"(20,)"
"(25,)"
"(0,)"
"(56,)"
"(6,)"
"(44,)"
"(42,)"
"(41,)"
"(69,)"
"(64,)"
"(60,)"
