"(31, 64, 26)"
"(72, 13, 20)"
"(65, 18, 58)"
"(8, 55, 19)"
"(49, 54, 61)"
"(5, 67, 61)"
"(39, 11, 31)"
"(5, 51, 24)"
"(38, 61, 46)"
"(6, 20, 44)"
"(55, 43, 58)"
"(48, 55, 0)"
"(54, 7, 11)"
"(41, 64, 68)"
"(52, 9, 71)"
"(5, 17, 34)"
"(66, 35, 11)"
"(59, 41, 55)"
"(61, 10, 8)"
"(9, 45, 2)"
"(46, 53, 65)"
"(41, 7, 71)"
"(6, 64, 8)"
"(65, 5, 24)"
"(6, 21, 12)"
"(11, 68, 28)"
"(50, 64, 12)"
"(63, 36, 14)"
"(25, 38, 45)"
"(27, 33, 36)"
"(16, 66, 32)"
"(17, 24, 4)"
"(39, 70, 56)"
"(47, 68, 61)"
"(21, 15, 3)"
"(28, 14, 10)"
"(52, 26, 6)"
"(11, 32, 30)"
"(61, 64, 45)"
"(43, 50, 62)"
"(5, 0, 56)"
"(57, 71, 46)"
"(49, 8, 11)"
"(38, 41, 17)"
"(33, 44, 57)"
"(53, 22, 50)"
"(7, 27, 2)"
"(4, 69, 40)"
"(59, 58, 66)"
"(66, 3, 21)"
"(67, 55, 59)"
"(38, 54, 69)"
"(4, 48, 34)"
"(22, 47, 56)"
"(1, 10, 31)"
"(31, 62, 18)"
"(62, 63, 41)"
"(8, 34, 68)"
"(63, 28, 46)"
"(26, 11, 18)"
"(1, 67, 20)"
"(42, 24, 61)"
"(30, 60, 10)"
"(4, 57, 51)"
"(41, 69, 37)"
"(43, 17, 54)"
"(70, 31, 27)"
"(28, 68, 39)"
"(16, 69, 41)"
"(39, 55, 34)"
"(66, 62, 3)"
"(19, 36, 35)"
"(3, 38, 32)"
"(21, 21, 59)"
"(18, 7, 66)"
"(47, 45, 23)"
"(64, 72, 25)"
"(39, 31, 71)"
"(64, 67, 51)"
"(15, 15, 66)"
"(22, 43, 45)"
"(16, 6, 44)"
"(64, 53, 62)"
"(68, 7, 14)"
"(26, 33, 45)"
"(19, 60, 7)"
"(59, 10, 3)"
"(7, 26, 60)"
"(30, 23, 19)"
"(42, 62, 24)"
"(32, 8, 14)"
"(24, 53, 44)"
"(47, 71, 12)"
"(47, 1, 39)"
"(71, 19, 16)"
"(0, 52, 23)"
"(38, 10, 21)"
"(29, 60, 41)"
"(22, 38, 5)"
"(8, 3, 35)"
